"Path","Category","AnalysisStatus","Evidence","Notes","Disposition","DispositionEvidence"
".changeset/validate-scenario-loss.md","documentation","analyzed","C:\Users\littl\Documents\Codex\2026-08-02\research-c-users-littl-agents-skills\outputs\02-fission-openspec.md","SHA-256 3445376ABE51210230D8E7B94CD86C7486A90709D96F773EE7A6BD5F2823EF7C; covered by the pinned full-file census and the report's exhaustive semantic traversal.","static_only_not_executable","Static source-analysis disposition; runtime execution is not applicable to this category in milestone zero"
".coderabbit.yaml","configuration_or_data","analyzed","C:\Users\littl\Documents\Codex\2026-08-02\research-c-users-littl-agents-skills\outputs\02-fission-openspec.md","SHA-256 9017F19A9EACD69F71765B25FABBEFC194DF01FC24E08BFFEE04AE474177ADCB; covered by the pinned full-file census and the report's exhaustive semantic traversal.","static_only_not_executable","Static source-analysis disposition; runtime execution is not applicable to this category in milestone zero"
".devcontainer/devcontainer.json","configuration_or_data","analyzed","C:\Users\littl\Documents\Codex\2026-08-02\research-c-users-littl-agents-skills\outputs\02-fission-openspec.md","SHA-256 C12A0ABFA80DBAACF3476649B1BA94364FA450F4B4FB13B21313271BB6AC55B8; covered by the pinned full-file census and the report's exhaustive semantic traversal.","static_only_not_executable","Static source-analysis disposition; runtime execution is not applicable to this category in milestone zero"
".devcontainer/README.md","documentation","analyzed","C:\Users\littl\Documents\Codex\2026-08-02\research-c-users-littl-agents-skills\outputs\02-fission-openspec.md","SHA-256 EF56D9D502F995245CFE66E37ABEFCF3B2F9CBA1367E5720088DCDBEDB65FC4E; covered by the pinned full-file census and the report's exhaustive semantic traversal.","static_only_not_executable","Static source-analysis disposition; runtime execution is not applicable to this category in milestone zero"
".gitattributes","source_or_other","analyzed","C:\Users\littl\Documents\Codex\2026-08-02\research-c-users-littl-agents-skills\outputs\02-fission-openspec.md","SHA-256 6B57DBCBA66C1AA74D86B77FF591FF8BDDCC848C7D708A292A385EAD96AC16F9; covered by the pinned full-file census and the report's exhaustive semantic traversal.","blocked","outputs/08-empirical-benchmark-protocol.md — no row-level three-branch run/test evidence exists in milestone zero"
".github/CODEOWNERS","source_or_other","analyzed","C:\Users\littl\Documents\Codex\2026-08-02\research-c-users-littl-agents-skills\outputs\02-fission-openspec.md","SHA-256 42DEB7CE16864EF2E787FB0A72DEEDED49025B9A1CA8E74EB37AAD8F8A2A2ACF; covered by the pinned full-file census and the report's exhaustive semantic traversal.","blocked","outputs/08-empirical-benchmark-protocol.md — no row-level three-branch run/test evidence exists in milestone zero"
".github/dependabot.yml","configuration_or_data","analyzed","C:\Users\littl\Documents\Codex\2026-08-02\research-c-users-littl-agents-skills\outputs\02-fission-openspec.md","SHA-256 AA622892770D6E778C61A3298760A66DB439893FAA64E499BCFE5D24075FC739; covered by the pinned full-file census and the report's exhaustive semantic traversal.","static_only_not_executable","Static source-analysis disposition; runtime execution is not applicable to this category in milestone zero"
".github/workflows/ci.yml","workflow","analyzed","C:\Users\littl\Documents\Codex\2026-08-02\research-c-users-littl-agents-skills\outputs\02-fission-openspec.md","SHA-256 2A5B72E652B4DA764352627C59928894784EA3E29E904B0C42007E77578B660F; covered by the pinned full-file census and the report's exhaustive semantic traversal.","blocked","outputs/08-empirical-benchmark-protocol.md — no row-level three-branch run/test evidence exists in milestone zero"
".github/workflows/README.md","workflow","analyzed","C:\Users\littl\Documents\Codex\2026-08-02\research-c-users-littl-agents-skills\outputs\02-fission-openspec.md","SHA-256 C55C890CE581186D2EEB51C760C3B903C7D746B9F405188C4ED728FC1EF62959; covered by the pinned full-file census and the report's exhaustive semantic traversal.","blocked","outputs/08-empirical-benchmark-protocol.md — no row-level three-branch run/test evidence exists in milestone zero"
".github/workflows/release-prepare.yml","workflow","analyzed","C:\Users\littl\Documents\Codex\2026-08-02\research-c-users-littl-agents-skills\outputs\02-fission-openspec.md","SHA-256 DDF774E0309C62129C21988C183CF0AC39B614BE03B75D78EA2B9254DF5B8AE6; covered by the pinned full-file census and the report's exhaustive semantic traversal.","blocked","outputs/08-empirical-benchmark-protocol.md — no row-level three-branch run/test evidence exists in milestone zero"
".github/workflows/security.yml","workflow","analyzed","C:\Users\littl\Documents\Codex\2026-08-02\research-c-users-littl-agents-skills\outputs\02-fission-openspec.md","SHA-256 6777C9088655EB81B435EDF6C5C82D0E139F5BE7DE84CD6FD5A2A42209D31DBB; covered by the pinned full-file census and the report's exhaustive semantic traversal.","blocked","outputs/08-empirical-benchmark-protocol.md — no row-level three-branch run/test evidence exists in milestone zero"
".gitignore","source_or_other","analyzed","C:\Users\littl\Documents\Codex\2026-08-02\research-c-users-littl-agents-skills\outputs\02-fission-openspec.md","SHA-256 2C2283CADC6681B80CBCA2FC3DC2078AA66BB06234B5CBD1302F8A10E481CD25; covered by the pinned full-file census and the report's exhaustive semantic traversal.","blocked","outputs/08-empirical-benchmark-protocol.md — no row-level three-branch run/test evidence exists in milestone zero"
"AGENTS.md","agent_instruction","analyzed","C:\Users\littl\Documents\Codex\2026-08-02\research-c-users-littl-agents-skills\outputs\02-fission-openspec.md","SHA-256 E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855; covered by the pinned full-file census and the report's exhaustive semantic traversal.","blocked","outputs/08-empirical-benchmark-protocol.md — no row-level three-branch run/test evidence exists in milestone zero"
"bin/openspec.js","executable_source","analyzed","C:\Users\littl\Documents\Codex\2026-08-02\research-c-users-littl-agents-skills\outputs\02-fission-openspec.md","SHA-256 85958E743FFD0DAAD6BCCEBEC6B0C76FD85AB5396D45CDD00C0388BB9BB9AC09; covered by the pinned full-file census and the report's exhaustive semantic traversal.","blocked","outputs/08-empirical-benchmark-protocol.md — no row-level three-branch run/test evidence exists in milestone zero"
"build.js","executable_source","analyzed","C:\Users\littl\Documents\Codex\2026-08-02\research-c-users-littl-agents-skills\outputs\02-fission-openspec.md","SHA-256 8F40747CCCF46C35A61F2E451C76A4DA6EF6299E273E00011D39DC61AF1571E5; covered by the pinned full-file census and the report's exhaustive semantic traversal.","blocked","outputs/08-empirical-benchmark-protocol.md — no row-level three-branch run/test evidence exists in milestone zero"
"CHANGELOG.md","documentation","analyzed","C:\Users\littl\Documents\Codex\2026-08-02\research-c-users-littl-agents-skills\outputs\02-fission-openspec.md","SHA-256 FAE744050AF2DE92195605A99B5071094FF5FEE40C02EA83EFCBDA4A5CBBE15D; covered by the pinned full-file census and the report's exhaustive semantic traversal.","static_only_not_executable","Static source-analysis disposition; runtime execution is not applicable to this category in milestone zero"
"docs/agent-contract.md","documentation","analyzed","C:\Users\littl\Documents\Codex\2026-08-02\research-c-users-littl-agents-skills\outputs\02-fission-openspec.md","SHA-256 90328001BAD1786C734955AB364C34C0F240EDDE7E490C818F0C8F0FA998EAE3; covered by the pinned full-file census and the report's exhaustive semantic traversal.","static_only_not_executable","Static source-analysis disposition; runtime execution is not applicable to this category in milestone zero"
"docs/cli.md","documentation","analyzed","C:\Users\littl\Documents\Codex\2026-08-02\research-c-users-littl-agents-skills\outputs\02-fission-openspec.md","SHA-256 13DE5354987BA57CE91A0427B67F9AC36065C34804B0C2EEE1854F5408AD30EC; covered by the pinned full-file census and the report's exhaustive semantic traversal.","static_only_not_executable","Static source-analysis disposition; runtime execution is not applicable to this category in milestone zero"
"docs/commands.md","documentation","analyzed","C:\Users\littl\Documents\Codex\2026-08-02\research-c-users-littl-agents-skills\outputs\02-fission-openspec.md","SHA-256 E7C6EC961FF0AA192BD15E4C76F3BB7E53133428E4CD202B2F85E4DC2B634538; covered by the pinned full-file census and the report's exhaustive semantic traversal.","static_only_not_executable","Static source-analysis disposition; runtime execution is not applicable to this category in milestone zero"
"docs/concepts.md","documentation","analyzed","C:\Users\littl\Documents\Codex\2026-08-02\research-c-users-littl-agents-skills\outputs\02-fission-openspec.md","SHA-256 92E8D1D84FC0F36A2D1C714CE8902A98D5D571EB9C1E929D79F4597E48AC7499; covered by the pinned full-file census and the report's exhaustive semantic traversal.","static_only_not_executable","Static source-analysis disposition; runtime execution is not applicable to this category in milestone zero"
"docs/customization.md","documentation","analyzed","C:\Users\littl\Documents\Codex\2026-08-02\research-c-users-littl-agents-skills\outputs\02-fission-openspec.md","SHA-256 60352161B89C6F1BFCCBBCB25B71EE539FA6C3AD65E160EDD330AE295770D53C; covered by the pinned full-file census and the report's exhaustive semantic traversal.","static_only_not_executable","Static source-analysis disposition; runtime execution is not applicable to this category in milestone zero"
"docs/editing-changes.md","documentation","analyzed","C:\Users\littl\Documents\Codex\2026-08-02\research-c-users-littl-agents-skills\outputs\02-fission-openspec.md","SHA-256 56E76CBD2A3050F5507C86CAB820D143DDD27516A232757D22B16E02D4280CD4; covered by the pinned full-file census and the report's exhaustive semantic traversal.","static_only_not_executable","Static source-analysis disposition; runtime execution is not applicable to this category in milestone zero"
"docs/examples.md","documentation","analyzed","C:\Users\littl\Documents\Codex\2026-08-02\research-c-users-littl-agents-skills\outputs\02-fission-openspec.md","SHA-256 C4C1ED5DF85ADE7D8E8A836DF15B19EA44B2B2EC2FF4FA43A4F1F4A6D0B5CAEB; covered by the pinned full-file census and the report's exhaustive semantic traversal.","static_only_not_executable","Static source-analysis disposition; runtime execution is not applicable to this category in milestone zero"
"docs/existing-projects.md","documentation","analyzed","C:\Users\littl\Documents\Codex\2026-08-02\research-c-users-littl-agents-skills\outputs\02-fission-openspec.md","SHA-256 DDE3C564EB2658B1D683BC6009B629A0FBC8B43AE463A8248569272EA5E5F248; covered by the pinned full-file census and the report's exhaustive semantic traversal.","static_only_not_executable","Static source-analysis disposition; runtime execution is not applicable to this category in milestone zero"
"docs/explore.md","documentation","analyzed","C:\Users\littl\Documents\Codex\2026-08-02\research-c-users-littl-agents-skills\outputs\02-fission-openspec.md","SHA-256 380C816548674BF85A939515B131C6B533744625149AC2F451297E520882CE5C; covered by the pinned full-file census and the report's exhaustive semantic traversal.","static_only_not_executable","Static source-analysis disposition; runtime execution is not applicable to this category in milestone zero"
"docs/faq.md","documentation","analyzed","C:\Users\littl\Documents\Codex\2026-08-02\research-c-users-littl-agents-skills\outputs\02-fission-openspec.md","SHA-256 8918BC943D6F87E490D21A7EFFBA6BA58EBA56B7A7F14422926793AA86C1B128; covered by the pinned full-file census and the report's exhaustive semantic traversal.","static_only_not_executable","Static source-analysis disposition; runtime execution is not applicable to this category in milestone zero"
"docs/getting-started.md","documentation","analyzed","C:\Users\littl\Documents\Codex\2026-08-02\research-c-users-littl-agents-skills\outputs\02-fission-openspec.md","SHA-256 B9C2ED7DC6BD0DEEC11C19C1B7B3FF1EA7CBC277AA282A2719289CCFBEAF5030; covered by the pinned full-file census and the report's exhaustive semantic traversal.","static_only_not_executable","Static source-analysis disposition; runtime execution is not applicable to this category in milestone zero"
"docs/glossary.md","documentation","analyzed","C:\Users\littl\Documents\Codex\2026-08-02\research-c-users-littl-agents-skills\outputs\02-fission-openspec.md","SHA-256 BFAEEA1F45AAEFFE8628020A6AFE4718707B3314A689324D2021120E4971577F; covered by the pinned full-file census and the report's exhaustive semantic traversal.","static_only_not_executable","Static source-analysis disposition; runtime execution is not applicable to this category in milestone zero"
"docs/how-commands-work.md","documentation","analyzed","C:\Users\littl\Documents\Codex\2026-08-02\research-c-users-littl-agents-skills\outputs\02-fission-openspec.md","SHA-256 9C3EBC2B3C20DDB6BE4220250ED22F66D5003F31AECC62C04BCF07E315967FFC; covered by the pinned full-file census and the report's exhaustive semantic traversal.","static_only_not_executable","Static source-analysis disposition; runtime execution is not applicable to this category in milestone zero"
"docs/installation.md","documentation","analyzed","C:\Users\littl\Documents\Codex\2026-08-02\research-c-users-littl-agents-skills\outputs\02-fission-openspec.md","SHA-256 12BB9484AB76967BE2B37D7B7E102CE49D859FD0610B223B09DFF83B8F413E72; covered by the pinned full-file census and the report's exhaustive semantic traversal.","static_only_not_executable","Static source-analysis disposition; runtime execution is not applicable to this category in milestone zero"
"docs/migration-guide.md","documentation","analyzed","C:\Users\littl\Documents\Codex\2026-08-02\research-c-users-littl-agents-skills\outputs\02-fission-openspec.md","SHA-256 03A6F0C5FB9D2AAC8AF604D7227C60327697AA40ED3751B1860BE24032770DEC; covered by the pinned full-file census and the report's exhaustive semantic traversal.","static_only_not_executable","Static source-analysis disposition; runtime execution is not applicable to this category in milestone zero"
"docs/multi-language.md","documentation","analyzed","C:\Users\littl\Documents\Codex\2026-08-02\research-c-users-littl-agents-skills\outputs\02-fission-openspec.md","SHA-256 E483932A6DBC449A2ADA582B992598C1C61C012E63BD34B9EE22C7ECC0BF5AD8; covered by the pinned full-file census and the report's exhaustive semantic traversal.","static_only_not_executable","Static source-analysis disposition; runtime execution is not applicable to this category in milestone zero"
"docs/opsx.md","documentation","analyzed","C:\Users\littl\Documents\Codex\2026-08-02\research-c-users-littl-agents-skills\outputs\02-fission-openspec.md","SHA-256 28AE7C1BA592621D0A3FADBB356C89F94D3FF1D53CA5F4245B55EDB0F9C56582; covered by the pinned full-file census and the report's exhaustive semantic traversal.","static_only_not_executable","Static source-analysis disposition; runtime execution is not applicable to this category in milestone zero"
"docs/overview.md","documentation","analyzed","C:\Users\littl\Documents\Codex\2026-08-02\research-c-users-littl-agents-skills\outputs\02-fission-openspec.md","SHA-256 1B0A6A7867D487C8D39380EC2AD94EC57A994467DD183DB51379A66BCE4CE714; covered by the pinned full-file census and the report's exhaustive semantic traversal.","static_only_not_executable","Static source-analysis disposition; runtime execution is not applicable to this category in milestone zero"
"docs/README.md","documentation","analyzed","C:\Users\littl\Documents\Codex\2026-08-02\research-c-users-littl-agents-skills\outputs\02-fission-openspec.md","SHA-256 CC5D893A6C7C64A6C7EABEECE9FE3F7E4A5A427804C085428D99CB2BE4740B52; covered by the pinned full-file census and the report's exhaustive semantic traversal.","static_only_not_executable","Static source-analysis disposition; runtime execution is not applicable to this category in milestone zero"
"docs/reviewing-changes.md","documentation","analyzed","C:\Users\littl\Documents\Codex\2026-08-02\research-c-users-littl-agents-skills\outputs\02-fission-openspec.md","SHA-256 4DC4A435CCFDD39BA1D4BEFB6F187F49641C4818D0F20096259036070FA2DB6D; covered by the pinned full-file census and the report's exhaustive semantic traversal.","static_only_not_executable","Static source-analysis disposition; runtime execution is not applicable to this category in milestone zero"
"docs/stores-beta/user-guide.md","documentation","analyzed","C:\Users\littl\Documents\Codex\2026-08-02\research-c-users-littl-agents-skills\outputs\02-fission-openspec.md","SHA-256 409B29E4DD0139B6C01A37E95E8720EBC6B704B100117EC747705986387D910B; covered by the pinned full-file census and the report's exhaustive semantic traversal.","static_only_not_executable","Static source-analysis disposition; runtime execution is not applicable to this category in milestone zero"
"docs/supported-tools.md","documentation","analyzed","C:\Users\littl\Documents\Codex\2026-08-02\research-c-users-littl-agents-skills\outputs\02-fission-openspec.md","SHA-256 59AA1F35ECEF38F18D90E3A89B2814D9C734B7179D1D2B578A91E7777C1A902F; covered by the pinned full-file census and the report's exhaustive semantic traversal.","static_only_not_executable","Static source-analysis disposition; runtime execution is not applicable to this category in milestone zero"
"docs/team-workflow.md","documentation","analyzed","C:\Users\littl\Documents\Codex\2026-08-02\research-c-users-littl-agents-skills\outputs\02-fission-openspec.md","SHA-256 2C641EBAB49EEC80EABE828F46D11B33EB26084816BBFA57C2E21BBAC1800BCA; covered by the pinned full-file census and the report's exhaustive semantic traversal.","static_only_not_executable","Static source-analysis disposition; runtime execution is not applicable to this category in milestone zero"
"docs/troubleshooting.md","documentation","analyzed","C:\Users\littl\Documents\Codex\2026-08-02\research-c-users-littl-agents-skills\outputs\02-fission-openspec.md","SHA-256 3584F0A1F9259BE7EC862E73906319766EB3BA7B67B093991F33298D7E45D61C; covered by the pinned full-file census and the report's exhaustive semantic traversal.","static_only_not_executable","Static source-analysis disposition; runtime execution is not applicable to this category in milestone zero"
"docs/workflows.md","documentation","analyzed","C:\Users\littl\Documents\Codex\2026-08-02\research-c-users-littl-agents-skills\outputs\02-fission-openspec.md","SHA-256 9815EFB81A574BED7840F63FF6DA273D570705836FDE5945EED95156A6A439E6; covered by the pinned full-file census and the report's exhaustive semantic traversal.","static_only_not_executable","Static source-analysis disposition; runtime execution is not applicable to this category in milestone zero"
"docs/writing-specs.md","documentation","analyzed","C:\Users\littl\Documents\Codex\2026-08-02\research-c-users-littl-agents-skills\outputs\02-fission-openspec.md","SHA-256 23A1B8D8F7C5223F7565A73923DD134968B8EBDC9D814A5E04DB8419B8B33CDF; covered by the pinned full-file census and the report's exhaustive semantic traversal.","static_only_not_executable","Static source-analysis disposition; runtime execution is not applicable to this category in milestone zero"
"eslint.config.js","executable_source","analyzed","C:\Users\littl\Documents\Codex\2026-08-02\research-c-users-littl-agents-skills\outputs\02-fission-openspec.md","SHA-256 392B0DB7EC348F5CDEC33BAA3DE9A8E66BFC18A562F66698C195A317CE324EED; covered by the pinned full-file census and the report's exhaustive semantic traversal.","blocked","outputs/08-empirical-benchmark-protocol.md — no row-level three-branch run/test evidence exists in milestone zero"
"flake.lock","lockfile","runtime-relevant-generated","C:\Users\littl\Documents\Codex\2026-08-02\research-c-users-littl-agents-skills\outputs\02-fission-openspec.md","SHA-256 5D16F06D98A718AB9277F5EC07C68C5C5E8669C791D5C81AE54B4AE1A4B8C21D; covered by the pinned full-file census and the report's exhaustive semantic traversal.","static_only_not_executable","Static source-analysis disposition; runtime execution is not applicable to this category in milestone zero"
"flake.nix","source_or_other","analyzed","C:\Users\littl\Documents\Codex\2026-08-02\research-c-users-littl-agents-skills\outputs\02-fission-openspec.md","SHA-256 49CBDABC1175D73A9F5DDA6903C105009F5270BB6D1441A75E8AD4182F51B31D; covered by the pinned full-file census and the report's exhaustive semantic traversal.","blocked","outputs/08-empirical-benchmark-protocol.md — no row-level three-branch run/test evidence exists in milestone zero"
"LICENSE","source_or_other","analyzed","C:\Users\littl\Documents\Codex\2026-08-02\research-c-users-littl-agents-skills\outputs\02-fission-openspec.md","SHA-256 5E9749BEA5EC04ED28C65C41EC8AFC18DE34DC9CA97DF992326DB092D449DB9A; covered by the pinned full-file census and the report's exhaustive semantic traversal.","blocked","outputs/08-empirical-benchmark-protocol.md — no row-level three-branch run/test evidence exists in milestone zero"
"MAINTAINERS.md","documentation","analyzed","C:\Users\littl\Documents\Codex\2026-08-02\research-c-users-littl-agents-skills\outputs\02-fission-openspec.md","SHA-256 DB3ECD3A21006170CF225723E9DD6DA841975C07B116B64C805801A5C084DB26; covered by the pinned full-file census and the report's exhaustive semantic traversal.","static_only_not_executable","Static source-analysis disposition; runtime execution is not applicable to this category in milestone zero"
"openspec-parallel-merge-plan.md","documentation","analyzed","C:\Users\littl\Documents\Codex\2026-08-02\research-c-users-littl-agents-skills\outputs\02-fission-openspec.md","SHA-256 4C600E2EB908B92A91F61ACEF1400393B2EEE898237CD18C2DDF662E544CBF0F; covered by the pinned full-file census and the report's exhaustive semantic traversal.","static_only_not_executable","Static source-analysis disposition; runtime execution is not applicable to this category in milestone zero"
"openspec/changes/add-change-stacking-awareness/.openspec.yaml","configuration_or_data","analyzed","C:\Users\littl\Documents\Codex\2026-08-02\research-c-users-littl-agents-skills\outputs\02-fission-openspec.md","SHA-256 2B7C22253FA22B04D332A5B56D75D31FB6CC97D31492AA2999A288564EA20736; covered by the pinned full-file census and the report's exhaustive semantic traversal.","static_only_not_executable","Static source-analysis disposition; runtime execution is not applicable to this category in milestone zero"
"openspec/changes/add-change-stacking-awareness/proposal.md","documentation","analyzed","C:\Users\littl\Documents\Codex\2026-08-02\research-c-users-littl-agents-skills\outputs\02-fission-openspec.md","SHA-256 BCE5BE1EB154981C07BF7788BF492B87E0F63E6C2A36B3408FCE2E31D9351463; covered by the pinned full-file census and the report's exhaustive semantic traversal.","static_only_not_executable","Static source-analysis disposition; runtime execution is not applicable to this category in milestone zero"
"openspec/changes/add-change-stacking-awareness/specs/change-creation/spec.md","documentation","analyzed","C:\Users\littl\Documents\Codex\2026-08-02\research-c-users-littl-agents-skills\outputs\02-fission-openspec.md","SHA-256 59522E6387C1CDC252295E8FA07D3845971A10545C424C16032287F2EC83C747; covered by the pinned full-file census and the report's exhaustive semantic traversal.","static_only_not_executable","Static source-analysis disposition; runtime execution is not applicable to this category in milestone zero"
"openspec/changes/add-change-stacking-awareness/specs/change-stacking-workflow/spec.md","documentation","analyzed","C:\Users\littl\Documents\Codex\2026-08-02\research-c-users-littl-agents-skills\outputs\02-fission-openspec.md","SHA-256 7161B85C2BA1E80F1711F49CB9B5DB235DD65304C758012F07E7ED040B84AEF4; covered by the pinned full-file census and the report's exhaustive semantic traversal.","static_only_not_executable","Static source-analysis disposition; runtime execution is not applicable to this category in milestone zero"
"openspec/changes/add-change-stacking-awareness/specs/cli-change/spec.md","documentation","analyzed","C:\Users\littl\Documents\Codex\2026-08-02\research-c-users-littl-agents-skills\outputs\02-fission-openspec.md","SHA-256 483A03B3FB4C1579DC083F43961728D4B062006CF6D2CB8B657727D15857F371; covered by the pinned full-file census and the report's exhaustive semantic traversal.","static_only_not_executable","Static source-analysis disposition; runtime execution is not applicable to this category in milestone zero"
"openspec/changes/add-change-stacking-awareness/specs/openspec-conventions/spec.md","documentation","analyzed","C:\Users\littl\Documents\Codex\2026-08-02\research-c-users-littl-agents-skills\outputs\02-fission-openspec.md","SHA-256 338A8EE55DC407A09862FFF2C366530528C27319283B89798C3B4A8E7463D0A2; covered by the pinned full-file census and the report's exhaustive semantic traversal.","static_only_not_executable","Static source-analysis disposition; runtime execution is not applicable to this category in milestone zero"
"openspec/changes/add-change-stacking-awareness/tasks.md","documentation","analyzed","C:\Users\littl\Documents\Codex\2026-08-02\research-c-users-littl-agents-skills\outputs\02-fission-openspec.md","SHA-256 C9F902C75C4F78B8829A1A0C8F3521AB24CA7022CFBC48EB8D9FB6E1173E0636; covered by the pinned full-file census and the report's exhaustive semantic traversal.","static_only_not_executable","Static source-analysis disposition; runtime execution is not applicable to this category in milestone zero"
"openspec/changes/add-devin-desktop-support/.openspec.yaml","configuration_or_data","analyzed","C:\Users\littl\Documents\Codex\2026-08-02\research-c-users-littl-agents-skills\outputs\02-fission-openspec.md","SHA-256 8C6740575C67EE8A90A4957AAD269AE983208B28927461FF6EA7B8DBEEBD6B54; covered by the pinned full-file census and the report's exhaustive semantic traversal.","static_only_not_executable","Static source-analysis disposition; runtime execution is not applicable to this category in milestone zero"
"openspec/changes/add-devin-desktop-support/proposal.md","documentation","analyzed","C:\Users\littl\Documents\Codex\2026-08-02\research-c-users-littl-agents-skills\outputs\02-fission-openspec.md","SHA-256 B2936D324C3230F6A423E64CFA6E36F902D4707AC827E6589B40A9D378E6A1CE; covered by the pinned full-file census and the report's exhaustive semantic traversal.","static_only_not_executable","Static source-analysis disposition; runtime execution is not applicable to this category in milestone zero"
"openspec/changes/add-devin-desktop-support/specs/ai-tool-paths/spec.md","documentation","analyzed","C:\Users\littl\Documents\Codex\2026-08-02\research-c-users-littl-agents-skills\outputs\02-fission-openspec.md","SHA-256 7BF400795E1897E1C53060E9C751F6F8EAF0BC1E50A2DC1C933A45B638036A65; covered by the pinned full-file census and the report's exhaustive semantic traversal.","static_only_not_executable","Static source-analysis disposition; runtime execution is not applicable to this category in milestone zero"
"openspec/changes/add-devin-desktop-support/specs/cli-init/spec.md","documentation","analyzed","C:\Users\littl\Documents\Codex\2026-08-02\research-c-users-littl-agents-skills\outputs\02-fission-openspec.md","SHA-256 0F1814E8D6335E53FAD121FE952626D4625C7276926AC794D1E82C67EB5640BB; covered by the pinned full-file census and the report's exhaustive semantic traversal.","static_only_not_executable","Static source-analysis disposition; runtime execution is not applicable to this category in milestone zero"
