"Path","SHA256","Bytes","Lines","SemanticRole","AnalysisStatus","TerminalClass","EvidenceLocator","AnalysisResult"
".changeset/validate-scenario-loss.md","3445376ABE51210230D8E7B94CD86C7486A90709D96F773EE7A6BD5F2823EF7C","429","6","pending package release metadata","analyzed","release-metadata","45cca5d:.changeset/validate-scenario-loss.md:L1-L6","classified from tracked path, file type, and owning subsystem; exact content pinned by SHA-256"
".coderabbit.yaml","9017F19A9EACD69F71765B25FABBEFC194DF01FC24E08BFFEE04AE474177ADCB","291","11","repository, build, lint, format, or tool configuration","analyzed","repository-config","45cca5d:.coderabbit.yaml:L1-L11","classified from tracked path, file type, and owning subsystem; exact content pinned by SHA-256"
".devcontainer/README.md","EF56D9D502F995245CFE66E37ABEFCF3B2F9CBA1367E5720088DCDBEDB65FC4E","2623","93","development-container configuration","analyzed","development-config","45cca5d:.devcontainer/README.md:L1-L93","classified from tracked path, file type, and owning subsystem; exact content pinned by SHA-256"
".devcontainer/devcontainer.json","C12A0ABFA80DBAACF3476649B1BA94364FA450F4B4FB13B21313271BB6AC55B8","2101","69","development-container configuration","analyzed","development-config","45cca5d:.devcontainer/devcontainer.json:L1-L69","classified from tracked path, file type, and owning subsystem; exact content pinned by SHA-256"
".gitattributes","6B57DBCBA66C1AA74D86B77FF591FF8BDDCC848C7D708A292A385EAD96AC16F9","248","5","repository, build, lint, format, or tool configuration","analyzed","repository-config","45cca5d:.gitattributes:L1-L5","classified from tracked path, file type, and owning subsystem; exact content pinned by SHA-256"
".github/CODEOWNERS","42DEB7CE16864EF2E787FB0A72DEEDED49025B9A1CA8E74EB37AAD8F8A2A2ACF","62","3","GitHub repository policy or automation configuration","analyzed","repository-automation","45cca5d:.github/CODEOWNERS:L1-L3","classified from tracked path, file type, and owning subsystem; exact content pinned by SHA-256"
".github/dependabot.yml","AA622892770D6E778C61A3298760A66DB439893FAA64E499BCFE5D24075FC739","2040","76","GitHub repository policy or automation configuration","analyzed","repository-automation","45cca5d:.github/dependabot.yml:L1-L76","classified from tracked path, file type, and owning subsystem; exact content pinned by SHA-256"
".github/workflows/README.md","C55C890CE581186D2EEB51C760C3B903C7D746B9F405188C4ED728FC1EF62959","385","21","CI, security, release, or documentation automation workflow","analyzed","ci-automation","45cca5d:.github/workflows/README.md:L1-L21","classified from tracked path, file type, and owning subsystem; exact content pinned by SHA-256"
".github/workflows/ci.yml","2A5B72E652B4DA764352627C59928894784EA3E29E904B0C42007E77578B660F","10851","329","CI, security, release, or documentation automation workflow","analyzed","ci-automation","45cca5d:.github/workflows/ci.yml:L1-L329","classified from tracked path, file type, and owning subsystem; exact content pinned by SHA-256"
".github/workflows/release-prepare.yml","DDF774E0309C62129C21988C183CF0AC39B614BE03B75D78EA2B9254DF5B8AE6","7084","183","CI, security, release, or documentation automation workflow","analyzed","ci-automation","45cca5d:.github/workflows/release-prepare.yml:L1-L183","classified from tracked path, file type, and owning subsystem; exact content pinned by SHA-256"
".github/workflows/security.yml","6777C9088655EB81B435EDF6C5C82D0E139F5BE7DE84CD6FD5A2A42209D31DBB","3509","91","CI, security, release, or documentation automation workflow","analyzed","ci-automation","45cca5d:.github/workflows/security.yml:L1-L91","classified from tracked path, file type, and owning subsystem; exact content pinned by SHA-256"
".gitignore","2C2283CADC6681B80CBCA2FC3DC2078AA66BB06234B5CBD1302F8A10E481CD25","2525","169","repository, build, lint, format, or tool configuration","analyzed","repository-config","45cca5d:.gitignore:L1-L169","classified from tracked path, file type, and owning subsystem; exact content pinned by SHA-256"
"AGENTS.md","E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855","0","0","top-level project documentation or governance","analyzed","documentation-source","45cca5d:AGENTS.md:L1-L1","classified from tracked path, file type, and owning subsystem; exact content pinned by SHA-256"
"CHANGELOG.md","FAE744050AF2DE92195605A99B5071094FF5FEE40C02EA83EFCBDA4A5CBBE15D","90629","910","top-level project documentation or governance","analyzed","documentation-source","45cca5d:CHANGELOG.md:L1-L910","classified from tracked path, file type, and owning subsystem; exact content pinned by SHA-256"
"LICENSE","5E9749BEA5EC04ED28C65C41EC8AFC18DE34DC9CA97DF992326DB092D449DB9A","1101","23","repository source or operational artifact","analyzed","source-artifact","45cca5d:LICENSE:L1-L23","classified from tracked path, file type, and owning subsystem; exact content pinned by SHA-256"
"MAINTAINERS.md","DB3ECD3A21006170CF225723E9DD6DA841975C07B116B64C805801A5C084DB26","711","25","top-level project documentation or governance","analyzed","documentation-source","45cca5d:MAINTAINERS.md:L1-L25","classified from tracked path, file type, and owning subsystem; exact content pinned by SHA-256"
"README.md","466C5A471656EBDB6AAC94619BE34737BD6AFB85759686D3C744E8157F9CB820","12186","267","top-level project documentation or governance","analyzed","documentation-source","45cca5d:README.md:L1-L267","classified from tracked path, file type, and owning subsystem; exact content pinned by SHA-256"
"README_OLD.md","406FC3090238F257270547DB7E7FD68B95C1E607E6BDA36FCC65FA90ECD12DAB","20347","476","top-level project documentation or governance","analyzed","documentation-source","45cca5d:README_OLD.md:L1-L476","classified from tracked path, file type, and owning subsystem; exact content pinned by SHA-256"
"SECURITY.md","4710A8257A98FE41B8C42048B71C09121C8B71F086DBE4314B0EFC87141114B6","5764","63","top-level project documentation or governance","analyzed","documentation-source","45cca5d:SECURITY.md:L1-L63","classified from tracked path, file type, and owning subsystem; exact content pinned by SHA-256"
"bin/openspec.js","85958E743FFD0DAAD6BCCEBEC6B0C76FD85AB5396D45CDD00C0388BB9BB9AC09","84","6","published executable shim","analyzed","runtime-entrypoint","45cca5d:bin/openspec.js:L1-L6","classified from tracked path, file type, and owning subsystem; exact content pinned by SHA-256"
"build.js","8F40747CCCF46C35A61F2E451C76A4DA6EF6299E273E00011D39DC61AF1571E5","867","32","repository source or operational artifact","analyzed","source-artifact","45cca5d:build.js:L1-L32","classified from tracked path, file type, and owning subsystem; exact content pinned by SHA-256"
"docs/README.md","CC5D893A6C7C64A6C7EABEECE9FE3F7E4A5A427804C085428D99CB2BE4740B52","7561","115","authored user, CLI, store, agent-contract, or operational documentation","analyzed","documentation-source","45cca5d:docs/README.md:L1-L115","classified from tracked path, file type, and owning subsystem; exact content pinned by SHA-256"
"docs/agent-contract.md","90328001BAD1786C734955AB364C34C0F240EDDE7E490C818F0C8F0FA998EAE3","14947","142","authored user, CLI, store, agent-contract, or operational documentation","analyzed","documentation-source","45cca5d:docs/agent-contract.md:L1-L142","classified from tracked path, file type, and owning subsystem; exact content pinned by SHA-256"
"docs/cli.md","13DE5354987BA57CE91A0427B67F9AC36065C34804B0C2EEE1854F5408AD30EC","44297","1266","authored user, CLI, store, agent-contract, or operational documentation","analyzed","documentation-source","45cca5d:docs/cli.md:L1-L1266","classified from tracked path, file type, and owning subsystem; exact content pinned by SHA-256"
"docs/commands.md","E7C6EC961FF0AA192BD15E4C76F3BB7E53133428E4CD202B2F85E4DC2B634538","23917","767","authored user, CLI, store, agent-contract, or operational documentation","analyzed","documentation-source","45cca5d:docs/commands.md:L1-L767","classified from tracked path, file type, and owning subsystem; exact content pinned by SHA-256"
"docs/concepts.md","92E8D1D84FC0F36A2D1C714CE8902A98D5D571EB9C1E929D79F4597E48AC7499","25487","630","authored user, CLI, store, agent-contract, or operational documentation","analyzed","documentation-source","45cca5d:docs/concepts.md:L1-L630","classified from tracked path, file type, and owning subsystem; exact content pinned by SHA-256"
"docs/customization.md","60352161B89C6F1BFCCBBCB25B71EE539FA6C3AD65E160EDD330AE295770D53C","15173","428","authored user, CLI, store, agent-contract, or operational documentation","analyzed","documentation-source","45cca5d:docs/customization.md:L1-L428","classified from tracked path, file type, and owning subsystem; exact content pinned by SHA-256"
"docs/editing-changes.md","56E76CBD2A3050F5507C86CAB820D143DDD27516A232757D22B16E02D4280CD4","6397","92","authored user, CLI, store, agent-contract, or operational documentation","analyzed","documentation-source","45cca5d:docs/editing-changes.md:L1-L92","classified from tracked path, file type, and owning subsystem; exact content pinned by SHA-256"
"docs/examples.md","C4C1ED5DF85ADE7D8E8A836DF15B19EA44B2B2EC2FF4FA43A4F1F4A6D0B5CAEB","10160","225","authored user, CLI, store, agent-contract, or operational documentation","analyzed","documentation-source","45cca5d:docs/examples.md:L1-L225","classified from tracked path, file type, and owning subsystem; exact content pinned by SHA-256"
"docs/existing-projects.md","DDE3C564EB2658B1D683BC6009B629A0FBC8B43AE463A8248569272EA5E5F248","8023","135","authored user, CLI, store, agent-contract, or operational documentation","analyzed","documentation-source","45cca5d:docs/existing-projects.md:L1-L135","classified from tracked path, file type, and owning subsystem; exact content pinned by SHA-256"
"docs/explore.md","380C816548674BF85A939515B131C6B533744625149AC2F451297E520882CE5C","6855","122","authored user, CLI, store, agent-contract, or operational documentation","analyzed","documentation-source","45cca5d:docs/explore.md:L1-L122","classified from tracked path, file type, and owning subsystem; exact content pinned by SHA-256"
"docs/faq.md","8918BC943D6F87E490D21A7EFFBA6BA58EBA56B7A7F14422926793AA86C1B128","11663","156","authored user, CLI, store, agent-contract, or operational documentation","analyzed","documentation-source","45cca5d:docs/faq.md:L1-L156","classified from tracked path, file type, and owning subsystem; exact content pinned by SHA-256"
"docs/getting-started.md","B9C2ED7DC6BD0DEEC11C19C1B7B3FF1EA7CBC277AA282A2719289CCFBEAF5030","10507","292","authored user, CLI, store, agent-contract, or operational documentation","analyzed","documentation-source","45cca5d:docs/getting-started.md:L1-L292","classified from tracked path, file type, and owning subsystem; exact content pinned by SHA-256"
"docs/glossary.md","BFAEEA1F45AAEFFE8628020A6AFE4718707B3314A689324D2021120E4971577F","7817","92","authored user, CLI, store, agent-contract, or operational documentation","analyzed","documentation-source","45cca5d:docs/glossary.md:L1-L92","classified from tracked path, file type, and owning subsystem; exact content pinned by SHA-256"
"docs/how-commands-work.md","9C3EBC2B3C20DDB6BE4220250ED22F66D5003F31AECC62C04BCF07E315967FFC","11171","174","authored user, CLI, store, agent-contract, or operational documentation","analyzed","documentation-source","45cca5d:docs/how-commands-work.md:L1-L174","classified from tracked path, file type, and owning subsystem; exact content pinned by SHA-256"
"docs/installation.md","12BB9484AB76967BE2B37D7B7E102CE49D859FD0610B223B09DFF83B8F413E72","9325","207","authored user, CLI, store, agent-contract, or operational documentation","analyzed","documentation-source","45cca5d:docs/installation.md:L1-L207","classified from tracked path, file type, and owning subsystem; exact content pinned by SHA-256"
"docs/migration-guide.md","03A6F0C5FB9D2AAC8AF604D7227C60327697AA40ED3751B1860BE24032770DEC","20402","605","authored user, CLI, store, agent-contract, or operational documentation","analyzed","documentation-source","45cca5d:docs/migration-guide.md:L1-L605","classified from tracked path, file type, and owning subsystem; exact content pinned by SHA-256"
"docs/multi-language.md","E483932A6DBC449A2ADA582B992598C1C61C012E63BD34B9EE22C7ECC0BF5AD8","2296","116","authored user, CLI, store, agent-contract, or operational documentation","analyzed","documentation-source","45cca5d:docs/multi-language.md:L1-L116","classified from tracked path, file type, and owning subsystem; exact content pinned by SHA-256"
"docs/opsx.md","28AE7C1BA592621D0A3FADBB356C89F94D3FF1D53CA5F4245B55EDB0F9C56582","34954","668","authored user, CLI, store, agent-contract, or operational documentation","analyzed","documentation-source","45cca5d:docs/opsx.md:L1-L668","classified from tracked path, file type, and owning subsystem; exact content pinned by SHA-256"
"docs/overview.md","1B0A6A7867D487C8D39380EC2AD94EC57A994467DD183DB51379A66BCE4CE714","7587","92","authored user, CLI, store, agent-contract, or operational documentation","analyzed","documentation-source","45cca5d:docs/overview.md:L1-L92","classified from tracked path, file type, and owning subsystem; exact content pinned by SHA-256"
"docs/reviewing-changes.md","4DC4A435CCFDD39BA1D4BEFB6F187F49641C4818D0F20096259036070FA2DB6D","7611","144","authored user, CLI, store, agent-contract, or operational documentation","analyzed","documentation-source","45cca5d:docs/reviewing-changes.md:L1-L144","classified from tracked path, file type, and owning subsystem; exact content pinned by SHA-256"
"docs/stores-beta/user-guide.md","409B29E4DD0139B6C01A37E95E8720EBC6B704B100117EC747705986387D910B","15054","369","authored user, CLI, store, agent-contract, or operational documentation","analyzed","documentation-source","45cca5d:docs/stores-beta/user-guide.md:L1-L369","classified from tracked path, file type, and owning subsystem; exact content pinned by SHA-256"
"docs/supported-tools.md","59AA1F35ECEF38F18D90E3A89B2814D9C734B7179D1D2B578A91E7777C1A902F","13091","199","authored user, CLI, store, agent-contract, or operational documentation","analyzed","documentation-source","45cca5d:docs/supported-tools.md:L1-L199","classified from tracked path, file type, and owning subsystem; exact content pinned by SHA-256"
"docs/team-workflow.md","2C641EBAB49EEC80EABE828F46D11B33EB26084816BBFA57C2E21BBAC1800BCA","5635","75","authored user, CLI, store, agent-contract, or operational documentation","analyzed","documentation-source","45cca5d:docs/team-workflow.md:L1-L75","classified from tracked path, file type, and owning subsystem; exact content pinned by SHA-256"
"docs/troubleshooting.md","3584F0A1F9259BE7EC862E73906319766EB3BA7B67B093991F33298D7E45D61C","10497","193","authored user, CLI, store, agent-contract, or operational documentation","analyzed","documentation-source","45cca5d:docs/troubleshooting.md:L1-L193","classified from tracked path, file type, and owning subsystem; exact content pinned by SHA-256"
"docs/workflows.md","9815EFB81A574BED7840F63FF6DA273D570705836FDE5945EED95156A6A439E6","15561","484","authored user, CLI, store, agent-contract, or operational documentation","analyzed","documentation-source","45cca5d:docs/workflows.md:L1-L484","classified from tracked path, file type, and owning subsystem; exact content pinned by SHA-256"
"docs/writing-specs.md","23A1B8D8F7C5223F7565A73923DD134968B8EBDC9D814A5E04DB8419B8B33CDF","7189","104","authored user, CLI, store, agent-contract, or operational documentation","analyzed","documentation-source","45cca5d:docs/writing-specs.md:L1-L104","classified from tracked path, file type, and owning subsystem; exact content pinned by SHA-256"
"eslint.config.js","392B0DB7EC348F5CDEC33BAA3DE9A8E66BFC18A562F66698C195A317CE324EED","1381","43","repository source or operational artifact","analyzed","source-artifact","45cca5d:eslint.config.js:L1-L43","classified from tracked path, file type, and owning subsystem; exact content pinned by SHA-256"
"flake.lock","5D16F06D98A718AB9277F5EC07C68C5C5E8669C791D5C81AE54B4AE1A4B8C21D","594","28","generated dependency lock graph","runtime-relevant-generated","generated-lock","45cca5d:flake.lock:L1-L28","classified from tracked path, file type, and owning subsystem; exact content pinned by SHA-256"
"flake.nix","49CBDABC1175D73A9F5DDA6903C105009F5270BB6D1441A75E8AD4182F51B31D","3068","115","repository source or operational artifact","analyzed","source-artifact","45cca5d:flake.nix:L1-L115","classified from tracked path, file type, and owning subsystem; exact content pinned by SHA-256"
"openspec-parallel-merge-plan.md","4C600E2EB908B92A91F61ACEF1400393B2EEE898237CD18C2DDF662E544CBF0F","8547","99","top-level project documentation or governance","analyzed","documentation-source","45cca5d:openspec-parallel-merge-plan.md:L1-L99","classified from tracked path, file type, and owning subsystem; exact content pinned by SHA-256"
"openspec/changes/IMPLEMENTATION_ORDER.md","24B5C73BD7A8E4A51E6E703A85FB56E649602A87AFBE34104DE97A2CCC5F6415","2713","68","active proposal/design/task/spec planning artifact","analyzed","active-artifact","45cca5d:openspec/changes/IMPLEMENTATION_ORDER.md:L1-L68","classified from tracked path, file type, and owning subsystem; exact content pinned by SHA-256"
"openspec/changes/add-change-stacking-awareness/.openspec.yaml","2B7C22253FA22B04D332A5B56D75D31FB6CC97D31492AA2999A288564EA20736","42","3","active proposal/design/task/spec planning artifact","analyzed","active-artifact","45cca5d:openspec/changes/add-change-stacking-awareness/.openspec.yaml:L1-L3","classified from tracked path, file type, and owning subsystem; exact content pinned by SHA-256"
"openspec/changes/add-change-stacking-awareness/proposal.md","BCE5BE1EB154981C07BF7788BF492B87E0F63E6C2A36B3408FCE2E31D9351463","4598","94","active proposal/design/task/spec planning artifact","analyzed","active-artifact","45cca5d:openspec/changes/add-change-stacking-awareness/proposal.md:L1-L94","classified from tracked path, file type, and owning subsystem; exact content pinned by SHA-256"
"openspec/changes/add-change-stacking-awareness/specs/change-creation/spec.md","59522E6387C1CDC252295E8FA07D3845971A10545C424C16032287F2EC83C747","706","16","active proposal/design/task/spec planning artifact","analyzed","active-artifact","45cca5d:openspec/changes/add-change-stacking-awareness/specs/change-creation/spec.md:L1-L16","classified from tracked path, file type, and owning subsystem; exact content pinned by SHA-256"
"openspec/changes/add-change-stacking-awareness/specs/change-stacking-workflow/spec.md","7161B85C2BA1E80F1711F49CB9B5DB235DD65304C758012F07E7ED040B84AEF4","3622","66","active proposal/design/task/spec planning artifact","analyzed","active-artifact","45cca5d:openspec/changes/add-change-stacking-awareness/specs/change-stacking-workflow/spec.md:L1-L66","classified from tracked path, file type, and owning subsystem; exact content pinned by SHA-256"
"openspec/changes/add-change-stacking-awareness/specs/cli-change/spec.md","483A03B3FB4C1579DC083F43961728D4B062006CF6D2CB8B657727D15857F371","1455","28","active proposal/design/task/spec planning artifact","analyzed","active-artifact","45cca5d:openspec/changes/add-change-stacking-awareness/specs/cli-change/spec.md:L1-L28","classified from tracked path, file type, and owning subsystem; exact content pinned by SHA-256"
"openspec/changes/add-change-stacking-awareness/specs/openspec-conventions/spec.md","338A8EE55DC407A09862FFF2C366530528C27319283B89798C3B4A8E7463D0A2","1909","30","active proposal/design/task/spec planning artifact","analyzed","active-artifact","45cca5d:openspec/changes/add-change-stacking-awareness/specs/openspec-conventions/spec.md:L1-L30","classified from tracked path, file type, and owning subsystem; exact content pinned by SHA-256"
"openspec/changes/add-change-stacking-awareness/tasks.md","C9F902C75C4F78B8829A1A0C8F3521AB24CA7022CFBC48EB8D9FB6E1173E0636","2440","40","active proposal/design/task/spec planning artifact","analyzed","active-artifact","45cca5d:openspec/changes/add-change-stacking-awareness/tasks.md:L1-L40","classified from tracked path, file type, and owning subsystem; exact content pinned by SHA-256"
"openspec/changes/add-devin-desktop-support/.openspec.yaml","8C6740575C67EE8A90A4957AAD269AE983208B28927461FF6EA7B8DBEEBD6B54","42","3","active proposal/design/task/spec planning artifact","analyzed","active-artifact","45cca5d:openspec/changes/add-devin-desktop-support/.openspec.yaml:L1-L3","classified from tracked path, file type, and owning subsystem; exact content pinned by SHA-256"
"openspec/changes/add-devin-desktop-support/proposal.md","B2936D324C3230F6A423E64CFA6E36F902D4707AC827E6589B40A9D378E6A1CE","3415","33","active proposal/design/task/spec planning artifact","analyzed","active-artifact","45cca5d:openspec/changes/add-devin-desktop-support/proposal.md:L1-L33","classified from tracked path, file type, and owning subsystem; exact content pinned by SHA-256"
"openspec/changes/add-devin-desktop-support/specs/ai-tool-paths/spec.md","7BF400795E1897E1C53060E9C751F6F8EAF0BC1E50A2DC1C933A45B638036A65","7021","138","active proposal/design/task/spec planning artifact","analyzed","active-artifact","45cca5d:openspec/changes/add-devin-desktop-support/specs/ai-tool-paths/spec.md:L1-L138","classified from tracked path, file type, and owning subsystem; exact content pinned by SHA-256"
"openspec/changes/add-devin-desktop-support/specs/cli-init/spec.md","0F1814E8D6335E53FAD121FE952626D4625C7276926AC794D1E82C67EB5640BB","3359","73","active proposal/design/task/spec planning artifact","analyzed","active-artifact","45cca5d:openspec/changes/add-devin-desktop-support/specs/cli-init/spec.md:L1-L73","classified from tracked path, file type, and owning subsystem; exact content pinned by SHA-256"
"openspec/changes/add-devin-desktop-support/specs/cli-update/spec.md","AE99057CA7AC76BA25D14F04FF126C7A918216B5CB4038C1F1BEF64CD8EB391E","8070","114","active proposal/design/task/spec planning artifact","analyzed","active-artifact","45cca5d:openspec/changes/add-devin-desktop-support/specs/cli-update/spec.md:L1-L114","classified from tracked path, file type, and owning subsystem; exact content pinned by SHA-256"
"openspec/changes/add-devin-desktop-support/specs/command-generation/spec.md","484A427717F40810CE8270912797558783861A18C37A24D039D996C32885CBD7","2066","46","active proposal/design/task/spec planning artifact","analyzed","active-artifact","45cca5d:openspec/changes/add-devin-desktop-support/specs/command-generation/spec.md:L1-L46","classified from tracked path, file type, and owning subsystem; exact content pinned by SHA-256"
"openspec/changes/add-devin-desktop-support/tasks.md","DCAAE42B1EDFAD151F16BD09B4D924F78DF2F4F7A5A5C387644B9475E208CCC9","4155","45","active proposal/design/task/spec planning artifact","analyzed","active-artifact","45cca5d:openspec/changes/add-devin-desktop-support/tasks.md:L1-L45","classified from tracked path, file type, and owning subsystem; exact content pinned by SHA-256"
"openspec/changes/add-global-install-scope/.openspec.yaml","2B7C22253FA22B04D332A5B56D75D31FB6CC97D31492AA2999A288564EA20736","42","3","active proposal/design/task/spec planning artifact","analyzed","active-artifact","45cca5d:openspec/changes/add-global-install-scope/.openspec.yaml:L1-L3","classified from tracked path, file type, and owning subsystem; exact content pinned by SHA-256"
"openspec/changes/add-global-install-scope/design.md","2D796753DFA93EC4EE1EED36B223D9E224F157A7931EEF116553A40A84A01481","6453","162","active proposal/design/task/spec planning artifact","analyzed","active-artifact","45cca5d:openspec/changes/add-global-install-scope/design.md:L1-L162","classified from tracked path, file type, and owning subsystem; exact content pinned by SHA-256"
"openspec/changes/add-global-install-scope/proposal.md","CFB1611D692BFB360110E889033F1F427D08D75E615BDD913FB0E99C139F6F0D","4871","102","active proposal/design/task/spec planning artifact","analyzed","active-artifact","45cca5d:openspec/changes/add-global-install-scope/proposal.md:L1-L102","classified from tracked path, file type, and owning subsystem; exact content pinned by SHA-256"
"openspec/changes/add-global-install-scope/specs/ai-tool-paths/spec.md","5DE8D897AD92CB240EACAE966E008B71FC33973107A6F26D5F05F82EF77ADA3A","1862","36","active proposal/design/task/spec planning artifact","analyzed","active-artifact","45cca5d:openspec/changes/add-global-install-scope/specs/ai-tool-paths/spec.md:L1-L36","classified from tracked path, file type, and owning subsystem; exact content pinned by SHA-256"
"openspec/changes/add-global-install-scope/specs/cli-config/spec.md","0DE8C990F4AE049516A3B4FCB691BBC07F99675528E48C3D45976BBA819B7EE4","966","22","active proposal/design/task/spec planning artifact","analyzed","active-artifact","45cca5d:openspec/changes/add-global-install-scope/specs/cli-config/spec.md:L1-L22","classified from tracked path, file type, and owning subsystem; exact content pinned by SHA-256"
"openspec/changes/add-global-install-scope/specs/cli-init/spec.md","5A4946C0DF1122EF5EB825970D0A42A6625627C67E16B5062F580550F68C448B","1354","29","active proposal/design/task/spec planning artifact","analyzed","active-artifact","45cca5d:openspec/changes/add-global-install-scope/specs/cli-init/spec.md:L1-L29","classified from tracked path, file type, and owning subsystem; exact content pinned by SHA-256"
"openspec/changes/add-global-install-scope/specs/cli-update/spec.md","3F0D18664E68B0FF943754E20F2A9C735E3021AA8711FECD860384FBF78B16D0","1798","35","active proposal/design/task/spec planning artifact","analyzed","active-artifact","45cca5d:openspec/changes/add-global-install-scope/specs/cli-update/spec.md:L1-L35","classified from tracked path, file type, and owning subsystem; exact content pinned by SHA-256"
"openspec/changes/add-global-install-scope/specs/command-generation/spec.md","6DE312784565C25C8ED3E68D650031C99F66C4E05170F92614AB90845AC18DA9","1123","23","active proposal/design/task/spec planning artifact","analyzed","active-artifact","45cca5d:openspec/changes/add-global-install-scope/specs/command-generation/spec.md:L1-L23","classified from tracked path, file type, and owning subsystem; exact content pinned by SHA-256"
"openspec/changes/add-global-install-scope/specs/global-config/spec.md","0E7A9DD53D9613427911234A96B2FB508AA7A59066594859C1362CB875C56D9F","1098","25","active proposal/design/task/spec planning artifact","analyzed","active-artifact","45cca5d:openspec/changes/add-global-install-scope/specs/global-config/spec.md:L1-L25","classified from tracked path, file type, and owning subsystem; exact content pinned by SHA-256"
"openspec/changes/add-global-install-scope/specs/installation-scope/spec.md","1FC26EF16041A212C8AADF3808B6DDCC07F948F7BDBC40E77D9B2C09AFB0E019","3536","72","active proposal/design/task/spec planning artifact","analyzed","active-artifact","45cca5d:openspec/changes/add-global-install-scope/specs/installation-scope/spec.md:L1-L72","classified from tracked path, file type, and owning subsystem; exact content pinned by SHA-256"
"openspec/changes/add-global-install-scope/tasks.md","E538ECBB87A2C721C38E9A692ECC32355AC8F5E9E397F0D1F24E503C6F66638C","3779","62","active proposal/design/task/spec planning artifact","analyzed","active-artifact","45cca5d:openspec/changes/add-global-install-scope/tasks.md:L1-L62","classified from tracked path, file type, and owning subsystem; exact content pinned by SHA-256"
"openspec/changes/add-init-agents-target/.openspec.yaml","AF8BE0317F61872DD6EC367C1833A16556DA1D68473FA457481F46C981294718","42","3","active proposal/design/task/spec planning artifact","analyzed","active-artifact","45cca5d:openspec/changes/add-init-agents-target/.openspec.yaml:L1-L3","classified from tracked path, file type, and owning subsystem; exact content pinned by SHA-256"
"openspec/changes/add-init-agents-target/proposal.md","FE7BD4895630067040CD36D3D7B79F28E43384A50BEDE0163A888DE50A9F489F","2088","34","active proposal/design/task/spec planning artifact","analyzed","active-artifact","45cca5d:openspec/changes/add-init-agents-target/proposal.md:L1-L34","classified from tracked path, file type, and owning subsystem; exact content pinned by SHA-256"
