"Path","Category","AnalysisStatus","Evidence","Notes"
".gitignore","source_or_other","analyzed","C:\Users\littl\Documents\Codex\2026-08-02\research-c-users-littl-agents-skills\outputs\05-bmad-method.md","SHA-256 5A755EE055FF3E69B2A45F8CBDF48224DEF9F7F87BFD188E858F0E6A7632D442; covered by the pinned full-file census and the report's exhaustive semantic traversal."
".husky/pre-commit","source_or_other","analyzed","C:\Users\littl\Documents\Codex\2026-08-02\research-c-users-littl-agents-skills\outputs\05-bmad-method.md","SHA-256 CB44B05B62206CA73AEB0FAFDBEABD10080597EC522BBB7F6F4C8F98449A92CF; covered by the pinned full-file census and the report's exhaustive semantic traversal."
".markdownlint-cli2.yaml","configuration_or_data","analyzed","C:\Users\littl\Documents\Codex\2026-08-02\research-c-users-littl-agents-skills\outputs\05-bmad-method.md","SHA-256 E449AEA4580E3F01C38CE894D13A9CEF0AC6300B81406C2CF291DB561D81F6DD; covered by the pinned full-file census and the report's exhaustive semantic traversal."
".npmignore","source_or_other","analyzed","C:\Users\littl\Documents\Codex\2026-08-02\research-c-users-littl-agents-skills\outputs\05-bmad-method.md","SHA-256 B9CB4564A31A7982FF893D0B9ED5076B32E23F8E9B25614F1004107243EE3574; covered by the pinned full-file census and the report's exhaustive semantic traversal."
".npmrc","source_or_other","analyzed","C:\Users\littl\Documents\Codex\2026-08-02\research-c-users-littl-agents-skills\outputs\05-bmad-method.md","SHA-256 E1A83E6678EDCA12AF0EDCE2FE9BB4973E48845F32B9273BAC9763AB5AA47CFB; covered by the pinned full-file census and the report's exhaustive semantic traversal."
".nvmrc","source_or_other","analyzed","C:\Users\littl\Documents\Codex\2026-08-02\research-c-users-littl-agents-skills\outputs\05-bmad-method.md","SHA-256 785F3EC7EB32F30B90CD0FCF3657D388B5FF4297F2F9716FF66E9B69C05DDD09; covered by the pinned full-file census and the report's exhaustive semantic traversal."
".prettierignore","source_or_other","analyzed","C:\Users\littl\Documents\Codex\2026-08-02\research-c-users-littl-agents-skills\outputs\05-bmad-method.md","SHA-256 8ACD57A49D00034F30149EE6468F22154CDC988E9963C6D56BEC74A1C120B829; covered by the pinned full-file census and the report's exhaustive semantic traversal."
".vscode/settings.json","configuration_or_data","analyzed","C:\Users\littl\Documents\Codex\2026-08-02\research-c-users-littl-agents-skills\outputs\05-bmad-method.md","SHA-256 4ABC452D5AB2366B0FEA0AA0D67BC32C7B6560B148D2C39F826E82F1EA332CD7; covered by the pinned full-file census and the report's exhaustive semantic traversal."
"AGENTS.md","agent_instruction","analyzed","C:\Users\littl\Documents\Codex\2026-08-02\research-c-users-littl-agents-skills\outputs\05-bmad-method.md","SHA-256 D9974FA61ED613F85FCA357875E13F323A9B80784F5E063310308D7EE83CCB78; covered by the pinned full-file census and the report's exhaustive semantic traversal."
"bmad-modules.yaml","configuration_or_data","analyzed","C:\Users\littl\Documents\Codex\2026-08-02\research-c-users-littl-agents-skills\outputs\05-bmad-method.md","SHA-256 F448F6F71FB3EF242BD8C05BB429E7A39FA490A856F844C30068BC4EAA0FF0C5; covered by the pinned full-file census and the report's exhaustive semantic traversal."
"CHANGELOG.md","documentation","analyzed","C:\Users\littl\Documents\Codex\2026-08-02\research-c-users-littl-agents-skills\outputs\05-bmad-method.md","SHA-256 F7245D1E884A4E87E2F67D5DAC3CED8AE9D3F104606F3E64A567AD1382AEC8B3; covered by the pinned full-file census and the report's exhaustive semantic traversal."
"CNAME","source_or_other","analyzed","C:\Users\littl\Documents\Codex\2026-08-02\research-c-users-littl-agents-skills\outputs\05-bmad-method.md","SHA-256 EB53F5A095EAA34E272FD985DF7E1CE1283B6FAEBFC9C884C3D38D56AE379387; covered by the pinned full-file census and the report's exhaustive semantic traversal."
"CONTRIBUTING.md","documentation","analyzed","C:\Users\littl\Documents\Codex\2026-08-02\research-c-users-littl-agents-skills\outputs\05-bmad-method.md","SHA-256 58F28548455E2CA3BAA72E1414DE20EE0F4590F9C96DB24E89E929936CE84679; covered by the pinned full-file census and the report's exhaustive semantic traversal."
"CONTRIBUTORS.md","documentation","analyzed","C:\Users\littl\Documents\Codex\2026-08-02\research-c-users-littl-agents-skills\outputs\05-bmad-method.md","SHA-256 154FF91FBA3089B3ED9D8D71272E871DF33BA0267A91889CB8425535662F82B7; covered by the pinned full-file census and the report's exhaustive semantic traversal."
"docs/_STYLE_GUIDE.md","documentation","analyzed","C:\Users\littl\Documents\Codex\2026-08-02\research-c-users-littl-agents-skills\outputs\05-bmad-method.md","SHA-256 03A9FC42D3308F1A0D2B4D97BCDFA2183DDEDE18864F092840318F858D715D26; covered by the pinned full-file census and the report's exhaustive semantic traversal."
"docs/404.md","documentation","analyzed","C:\Users\littl\Documents\Codex\2026-08-02\research-c-users-littl-agents-skills\outputs\05-bmad-method.md","SHA-256 AD00EC197BB5AF2C639273DEE56CB1B46D3CFA3F13AB39EF8754D8849EC1857E; covered by the pinned full-file census and the report's exhaustive semantic traversal."
"docs/cs/_STYLE_GUIDE.md","documentation","analyzed","C:\Users\littl\Documents\Codex\2026-08-02\research-c-users-littl-agents-skills\outputs\05-bmad-method.md","SHA-256 3BC6B3D5F19901E6654A9C56971585E4C906FF38491DD63019F0A720982AEB35; covered by the pinned full-file census and the report's exhaustive semantic traversal."
"docs/cs/404.md","documentation","analyzed","C:\Users\littl\Documents\Codex\2026-08-02\research-c-users-littl-agents-skills\outputs\05-bmad-method.md","SHA-256 C804905341E8C86A048FB0C3A825E2C5F977DF3B2DF46B0DF0AFD3C1E9D2C803; covered by the pinned full-file census and the report's exhaustive semantic traversal."
"docs/cs/explanation/advanced-elicitation.md","documentation","analyzed","C:\Users\littl\Documents\Codex\2026-08-02\research-c-users-littl-agents-skills\outputs\05-bmad-method.md","SHA-256 C98576FC4902D828BBA48507F98A304E35CD8648FCE297FB90F5DC946CBD17EE; covered by the pinned full-file census and the report's exhaustive semantic traversal."
"docs/cs/explanation/adversarial-review.md","documentation","analyzed","C:\Users\littl\Documents\Codex\2026-08-02\research-c-users-littl-agents-skills\outputs\05-bmad-method.md","SHA-256 CC5E9684BD15BB02B37E16F2DED85702CBF795434A2DB2ECE10B733E5C4978DC; covered by the pinned full-file census and the report's exhaustive semantic traversal."
"docs/cs/explanation/analysis-phase.md","documentation","analyzed","C:\Users\littl\Documents\Codex\2026-08-02\research-c-users-littl-agents-skills\outputs\05-bmad-method.md","SHA-256 294A1D0552BFCEB0AF6B7F4B762116BB90BA75A1266E1F4F5FA0F2C1A87218F1; covered by the pinned full-file census and the report's exhaustive semantic traversal."
"docs/cs/explanation/brainstorming.md","documentation","analyzed","C:\Users\littl\Documents\Codex\2026-08-02\research-c-users-littl-agents-skills\outputs\05-bmad-method.md","SHA-256 B5FE389D6D1011051BC4E5A08916B705530427F28FEAB3C052139F0120A144A4; covered by the pinned full-file census and the report's exhaustive semantic traversal."
"docs/cs/explanation/build.md","documentation","analyzed","C:\Users\littl\Documents\Codex\2026-08-02\research-c-users-littl-agents-skills\outputs\05-bmad-method.md","SHA-256 6B1012D3E2F572655724685F76A49784AB637D6A4F7F23DAA62024149550C35C; covered by the pinned full-file census and the report's exhaustive semantic traversal."
"docs/cs/explanation/established-projects-faq.md","documentation","analyzed","C:\Users\littl\Documents\Codex\2026-08-02\research-c-users-littl-agents-skills\outputs\05-bmad-method.md","SHA-256 977D96CAA6A003406D1363F11FD165022EE1C0D77204358B1046A67D3015B56A; covered by the pinned full-file census and the report's exhaustive semantic traversal."
"docs/cs/explanation/party-mode.md","documentation","analyzed","C:\Users\littl\Documents\Codex\2026-08-02\research-c-users-littl-agents-skills\outputs\05-bmad-method.md","SHA-256 88329AAFD51F9FD7AED46DBE32BBE8346FBF63990E94FF3F057767B7598CFF8F; covered by the pinned full-file census and the report's exhaustive semantic traversal."
"docs/cs/explanation/preventing-agent-conflicts.md","documentation","analyzed","C:\Users\littl\Documents\Codex\2026-08-02\research-c-users-littl-agents-skills\outputs\05-bmad-method.md","SHA-256 5154E0EB6967A6333957D42C662DBF4308BBE36597068775C14762495E2F90AA; covered by the pinned full-file census and the report's exhaustive semantic traversal."
"docs/cs/explanation/project-context.md","documentation","analyzed","C:\Users\littl\Documents\Codex\2026-08-02\research-c-users-littl-agents-skills\outputs\05-bmad-method.md","SHA-256 840A48DAB584AAA893DEC4ECB8A9FF7A7D4BAC2A252AE4868CE632319DB5D21C; covered by the pinned full-file census and the report's exhaustive semantic traversal."
"docs/cs/explanation/why-solutioning-matters.md","documentation","analyzed","C:\Users\littl\Documents\Codex\2026-08-02\research-c-users-littl-agents-skills\outputs\05-bmad-method.md","SHA-256 2F27674F009ECEE7D1B62B72EF12383F7BE23CAFA80E1C82444CC04FCDFD0436; covered by the pinned full-file census and the report's exhaustive semantic traversal."
"docs/cs/how-to/customize-bmad.md","documentation","analyzed","C:\Users\littl\Documents\Codex\2026-08-02\research-c-users-littl-agents-skills\outputs\05-bmad-method.md","SHA-256 6A38F4AA4C6B41356AAFFC272E8A04A5287CC8BF2CCDBC6E5C34E9F370DC8A07; covered by the pinned full-file census and the report's exhaustive semantic traversal."
"docs/cs/how-to/established-projects.md","documentation","analyzed","C:\Users\littl\Documents\Codex\2026-08-02\research-c-users-littl-agents-skills\outputs\05-bmad-method.md","SHA-256 078E3A58BF5FC4656D379F15DBEAD828FBEBD0143AE05517656741164643FAE7; covered by the pinned full-file census and the report's exhaustive semantic traversal."
"docs/cs/how-to/get-answers-about-bmad.md","documentation","analyzed","C:\Users\littl\Documents\Codex\2026-08-02\research-c-users-littl-agents-skills\outputs\05-bmad-method.md","SHA-256 0B5DA8AF7A8D4BFCCF6D764A37CEB3E9CEC54C21F8EC021AC14B11B582862ED7; covered by the pinned full-file census and the report's exhaustive semantic traversal."
"docs/cs/how-to/install-bmad.md","documentation","analyzed","C:\Users\littl\Documents\Codex\2026-08-02\research-c-users-littl-agents-skills\outputs\05-bmad-method.md","SHA-256 110469FF47679B8B1E3101B2554FD615FACCC08D0399DF228A044523A68A6C24; covered by the pinned full-file census and the report's exhaustive semantic traversal."
"docs/cs/how-to/project-context.md","documentation","analyzed","C:\Users\littl\Documents\Codex\2026-08-02\research-c-users-littl-agents-skills\outputs\05-bmad-method.md","SHA-256 241913B5ED55063F3D1D62699CBAF0F11AF57AC2430DBC70234FB80F4AEF2A9E; covered by the pinned full-file census and the report's exhaustive semantic traversal."
"docs/cs/how-to/quick-fixes.md","documentation","analyzed","C:\Users\littl\Documents\Codex\2026-08-02\research-c-users-littl-agents-skills\outputs\05-bmad-method.md","SHA-256 C93E502A056B9204CBF6116B2CA33BF54BE30B2269A85A64F73D39243211A5A2; covered by the pinned full-file census and the report's exhaustive semantic traversal."
"docs/cs/how-to/upgrade-to-v6.md","documentation","analyzed","C:\Users\littl\Documents\Codex\2026-08-02\research-c-users-littl-agents-skills\outputs\05-bmad-method.md","SHA-256 788C0FC9C03FF845F4902FE19570A24DC95CA116BCC2166385808FB7308508B1; covered by the pinned full-file census and the report's exhaustive semantic traversal."
"docs/cs/index.md","documentation","analyzed","C:\Users\littl\Documents\Codex\2026-08-02\research-c-users-littl-agents-skills\outputs\05-bmad-method.md","SHA-256 5B9E12AF5BD06B651874D7315FC4DDBAD8E19881A36F62146B2695C5D7A69C33; covered by the pinned full-file census and the report's exhaustive semantic traversal."
"docs/cs/reference/agents.md","agent_instruction","analyzed","C:\Users\littl\Documents\Codex\2026-08-02\research-c-users-littl-agents-skills\outputs\05-bmad-method.md","SHA-256 149BCA790FF0C31A7BD8E7D41153D0E5A39BDFF6EFC455B8BF610A01CB4A98C9; covered by the pinned full-file census and the report's exhaustive semantic traversal."
"docs/cs/reference/commands.md","documentation","analyzed","C:\Users\littl\Documents\Codex\2026-08-02\research-c-users-littl-agents-skills\outputs\05-bmad-method.md","SHA-256 24B15C8A5C3FB9F7F01F284AAC65940C096C09F9AE4806C86DD7C3E528381FA9; covered by the pinned full-file census and the report's exhaustive semantic traversal."
"docs/cs/reference/core-tools.md","documentation","analyzed","C:\Users\littl\Documents\Codex\2026-08-02\research-c-users-littl-agents-skills\outputs\05-bmad-method.md","SHA-256 57DA3962381037DF119B27BB24D5C3F034AF2B0D1B6EE065B81BCEA138F2E2B0; covered by the pinned full-file census and the report's exhaustive semantic traversal."
"docs/cs/reference/modules.md","documentation","analyzed","C:\Users\littl\Documents\Codex\2026-08-02\research-c-users-littl-agents-skills\outputs\05-bmad-method.md","SHA-256 54F353DE20D9A8519C07FE5663AD426EA313C70A0D4CC14FC0475A573BF566E8; covered by the pinned full-file census and the report's exhaustive semantic traversal."
"docs/cs/reference/testing.md","documentation","analyzed","C:\Users\littl\Documents\Codex\2026-08-02\research-c-users-littl-agents-skills\outputs\05-bmad-method.md","SHA-256 8420912AAD4CF1B00C2717F08D8DE1B264E36AB648F8D0DF6B58CD794DA9E852; covered by the pinned full-file census and the report's exhaustive semantic traversal."
"docs/cs/reference/workflow-map.md","documentation","analyzed","C:\Users\littl\Documents\Codex\2026-08-02\research-c-users-littl-agents-skills\outputs\05-bmad-method.md","SHA-256 84C9B91182DA3F099C93A1DAC17594F235BF0CB698E88BF0176DBFE11772672C; covered by the pinned full-file census and the report's exhaustive semantic traversal."
"docs/cs/roadmap.mdx","documentation","analyzed","C:\Users\littl\Documents\Codex\2026-08-02\research-c-users-littl-agents-skills\outputs\05-bmad-method.md","SHA-256 C8D143954570571825737540BB0EDC5454AB1BBC2C72BA293183A19FB929B814; covered by the pinned full-file census and the report's exhaustive semantic traversal."
"docs/cs/tutorials/getting-started.md","documentation","analyzed","C:\Users\littl\Documents\Codex\2026-08-02\research-c-users-littl-agents-skills\outputs\05-bmad-method.md","SHA-256 1ADE2B22094F463327D4747C0E8CEB9F821C7B13557DCC6139F3FB54415DEBA8; covered by the pinned full-file census and the report's exhaustive semantic traversal."
"docs/explanation/advanced-elicitation.md","documentation","analyzed","C:\Users\littl\Documents\Codex\2026-08-02\research-c-users-littl-agents-skills\outputs\05-bmad-method.md","SHA-256 5F28B36DA9DB4CE15C07304E0FDE7D7AE6CC9352F088DC9A76E873606FF5040A; covered by the pinned full-file census and the report's exhaustive semantic traversal."
"docs/explanation/adversarial-review.md","documentation","analyzed","C:\Users\littl\Documents\Codex\2026-08-02\research-c-users-littl-agents-skills\outputs\05-bmad-method.md","SHA-256 A3D6E3BEB9105D2CEF358BEB0E9E2B6BF29609F2B49CD2CBEFD4DCEFCB4CDF87; covered by the pinned full-file census and the report's exhaustive semantic traversal."
"docs/explanation/analysis-phase.md","documentation","analyzed","C:\Users\littl\Documents\Codex\2026-08-02\research-c-users-littl-agents-skills\outputs\05-bmad-method.md","SHA-256 D98B71603B64E467FCA6125C2FAD251F19316B24D41680F433AE228C96A595AC; covered by the pinned full-file census and the report's exhaustive semantic traversal."
"docs/explanation/brainstorming.md","documentation","analyzed","C:\Users\littl\Documents\Codex\2026-08-02\research-c-users-littl-agents-skills\outputs\05-bmad-method.md","SHA-256 449E1497EB47B46B0690732976BCC656722B09975B3DE9D040FFF0BC71CE5E29; covered by the pinned full-file census and the report's exhaustive semantic traversal."
"docs/explanation/build.md","documentation","analyzed","C:\Users\littl\Documents\Codex\2026-08-02\research-c-users-littl-agents-skills\outputs\05-bmad-method.md","SHA-256 CC92F6DDE19AEDE4B344E13B4E9C06CF626F8974622BC7C48FC4088CE43338F2; covered by the pinned full-file census and the report's exhaustive semantic traversal."
"docs/explanation/checkpoint-preview.md","documentation","analyzed","C:\Users\littl\Documents\Codex\2026-08-02\research-c-users-littl-agents-skills\outputs\05-bmad-method.md","SHA-256 3246EB0F23C0FC58F24E29F123B1206B3218736C7F9A37E0ED5C232CC159279F; covered by the pinned full-file census and the report's exhaustive semantic traversal."
"docs/explanation/deep-recon.md","documentation","analyzed","C:\Users\littl\Documents\Codex\2026-08-02\research-c-users-littl-agents-skills\outputs\05-bmad-method.md","SHA-256 FA59A45F99B2EE5B574109A60714726DF02A114EC66396167ED4F559D1B6CC9F; covered by the pinned full-file census and the report's exhaustive semantic traversal."
"docs/explanation/established-projects-faq.md","documentation","analyzed","C:\Users\littl\Documents\Codex\2026-08-02\research-c-users-littl-agents-skills\outputs\05-bmad-method.md","SHA-256 80BC107D15391D25DB76D2CCAFF6663D2C280E9DF646203A2E013732B506FF2D; covered by the pinned full-file census and the report's exhaustive semantic traversal."
"docs/explanation/forge-idea.md","documentation","analyzed","C:\Users\littl\Documents\Codex\2026-08-02\research-c-users-littl-agents-skills\outputs\05-bmad-method.md","SHA-256 CB84AB4C956C648EBDFB22268B72AEAC2E1C6ABEAAF63A77E0A12E963148E64A; covered by the pinned full-file census and the report's exhaustive semantic traversal."
"docs/explanation/named-agents.md","documentation","analyzed","C:\Users\littl\Documents\Codex\2026-08-02\research-c-users-littl-agents-skills\outputs\05-bmad-method.md","SHA-256 83E451454E7830FC77DBC465BC2645DA9F1BFEBE88E3D234D8D13913F27B4208; covered by the pinned full-file census and the report's exhaustive semantic traversal."
"docs/explanation/party-mode.md","documentation","analyzed","C:\Users\littl\Documents\Codex\2026-08-02\research-c-users-littl-agents-skills\outputs\05-bmad-method.md","SHA-256 BD39A2B2A66607747D19C1C3A96458573D32AD3F1E9412238FF90C6862BD72AD; covered by the pinned full-file census and the report's exhaustive semantic traversal."
"docs/explanation/preventing-agent-conflicts.md","documentation","analyzed","C:\Users\littl\Documents\Codex\2026-08-02\research-c-users-littl-agents-skills\outputs\05-bmad-method.md","SHA-256 556EADD60ED455C495A21B708C55C8FFB1E8713007CA3D4ED38796A44B788B96; covered by the pinned full-file census and the report's exhaustive semantic traversal."
"docs/explanation/project-context.md","documentation","analyzed","C:\Users\littl\Documents\Codex\2026-08-02\research-c-users-littl-agents-skills\outputs\05-bmad-method.md","SHA-256 8BF936189EDD1496E635C98F0F9A11A8F7F6BF072C04B97B921F5F6AEF9D21FD; covered by the pinned full-file census and the report's exhaustive semantic traversal."
"docs/explanation/retrospective.md","documentation","analyzed","C:\Users\littl\Documents\Codex\2026-08-02\research-c-users-littl-agents-skills\outputs\05-bmad-method.md","SHA-256 CF11605BE454B4EBEADB2730284994428CF4EF40BB9DF8CAD390645408630DCA; covered by the pinned full-file census and the report's exhaustive semantic traversal."
"docs/explanation/sprint-planning.md","documentation","analyzed","C:\Users\littl\Documents\Codex\2026-08-02\research-c-users-littl-agents-skills\outputs\05-bmad-method.md","SHA-256 BA816E65B8552D6D0DB8DA8C29422F1AF60BD4436779700393B1E6B3B38DA292; covered by the pinned full-file census and the report's exhaustive semantic traversal."
"docs/explanation/web-bundles.md","documentation","analyzed","C:\Users\littl\Documents\Codex\2026-08-02\research-c-users-littl-agents-skills\outputs\05-bmad-method.md","SHA-256 DE7039E157B3FFB7064E259190938222253AD50AE176916F90BAF88F2C783928; covered by the pinned full-file census and the report's exhaustive semantic traversal."
"docs/explanation/why-solutioning-matters.md","documentation","analyzed","C:\Users\littl\Documents\Codex\2026-08-02\research-c-users-littl-agents-skills\outputs\05-bmad-method.md","SHA-256 6DADEB6BDA5FE95DC9AA1C5F79C8CB9B68AB8D93A576FD44FA971A65054F745E; covered by the pinned full-file census and the report's exhaustive semantic traversal."
"docs/fr/_STYLE_GUIDE.md","documentation","analyzed","C:\Users\littl\Documents\Codex\2026-08-02\research-c-users-littl-agents-skills\outputs\05-bmad-method.md","SHA-256 5356CF81C574516FFCC7744C078B11AFB15AC13CE9C1CC68C17EE30AD760A21F; covered by the pinned full-file census and the report's exhaustive semantic traversal."
"docs/fr/404.md","documentation","analyzed","C:\Users\littl\Documents\Codex\2026-08-02\research-c-users-littl-agents-skills\outputs\05-bmad-method.md","SHA-256 23657840F5CFCA097F5BB31A66438397FBE92DBC74BDB8D94BE331D9CC38177F; covered by the pinned full-file census and the report's exhaustive semantic traversal."
"docs/fr/explanation/advanced-elicitation.md","documentation","analyzed","C:\Users\littl\Documents\Codex\2026-08-02\research-c-users-littl-agents-skills\outputs\05-bmad-method.md","SHA-256 911197C7817615AED3A6168B838FACE7F6296A14450D0DE8EA1A2CDF0F5F7E46; covered by the pinned full-file census and the report's exhaustive semantic traversal."
"docs/fr/explanation/adversarial-review.md","documentation","analyzed","C:\Users\littl\Documents\Codex\2026-08-02\research-c-users-littl-agents-skills\outputs\05-bmad-method.md","SHA-256 130FFB1A74B240F95E3A0852CD2FD075DBAC99661131298EA6AE1D00A89137F0; covered by the pinned full-file census and the report's exhaustive semantic traversal."
"docs/fr/explanation/analysis-phase.md","documentation","analyzed","C:\Users\littl\Documents\Codex\2026-08-02\research-c-users-littl-agents-skills\outputs\05-bmad-method.md","SHA-256 67E707AE6BD42728306C987CA910D66AC0EE4D0E8A9C12BC78BA722C90E824BC; covered by the pinned full-file census and the report's exhaustive semantic traversal."
"docs/fr/explanation/brainstorming.md","documentation","analyzed","C:\Users\littl\Documents\Codex\2026-08-02\research-c-users-littl-agents-skills\outputs\05-bmad-method.md","SHA-256 720F28973D07D57ACC9AD81A61675CE4EC456F967B00BC1FE9B145AA6F0DBE09; covered by the pinned full-file census and the report's exhaustive semantic traversal."
"docs/fr/explanation/build.md","documentation","analyzed","C:\Users\littl\Documents\Codex\2026-08-02\research-c-users-littl-agents-skills\outputs\05-bmad-method.md","SHA-256 7011CB8D70B799C001E17AC76673FCD0BB21F5B4768D6C270B846B20B565A53C; covered by the pinned full-file census and the report's exhaustive semantic traversal."
"docs/fr/explanation/checkpoint-preview.md","documentation","analyzed","C:\Users\littl\Documents\Codex\2026-08-02\research-c-users-littl-agents-skills\outputs\05-bmad-method.md","SHA-256 51F9196646672E4ECA45548E623417713A72C51081B1E09B21D454472EE3B59F; covered by the pinned full-file census and the report's exhaustive semantic traversal."
"docs/fr/explanation/established-projects-faq.md","documentation","analyzed","C:\Users\littl\Documents\Codex\2026-08-02\research-c-users-littl-agents-skills\outputs\05-bmad-method.md","SHA-256 65D0DF6F685ECB672488D07B02EDA514A9FE540D13EA91D3A2FB0182ABF44876; covered by the pinned full-file census and the report's exhaustive semantic traversal."
"docs/fr/explanation/named-agents.md","documentation","analyzed","C:\Users\littl\Documents\Codex\2026-08-02\research-c-users-littl-agents-skills\outputs\05-bmad-method.md","SHA-256 8F83045BDB281987A4FACBC3DBF4F07430BECECDBDA265ED07EB06DC97DA0C66; covered by the pinned full-file census and the report's exhaustive semantic traversal."
