"Path","Category","AnalysisStatus","Evidence","Notes","Disposition","DispositionEvidence"
".base64scanignore","source_or_other","analyzed","C:\Users\littl\Documents\Codex\2026-08-02\research-c-users-littl-agents-skills\outputs\03-open-gsd-gsd-core.md","SHA-256 3029751027E2CE22F12219C2342C618DE0C2A60D754F08B03CB71050A63E52C0; covered by the pinned full-file census and the report's exhaustive semantic traversal.","blocked","outputs/08-empirical-benchmark-protocol.md — no row-level three-branch run/test evidence exists in milestone zero"
".changeset/archived/177-observability-seam.md","documentation","analyzed","C:\Users\littl\Documents\Codex\2026-08-02\research-c-users-littl-agents-skills\outputs\03-open-gsd-gsd-core.md","SHA-256 BF753424B75C55C2A87A3BB85963E51F6032FE7996F461967EC2C7A2081DD1C6; covered by the pinned full-file census and the report's exhaustive semantic traversal.","static_only_not_executable","Static source-analysis disposition; runtime execution is not applicable to this category in milestone zero"
".changeset/archived/178-trace-id-propagation.md","documentation","analyzed","C:\Users\littl\Documents\Codex\2026-08-02\research-c-users-littl-agents-skills\outputs\03-open-gsd-gsd-core.md","SHA-256 A0743D7083075FFB8933613C5F28CD613A43F6299F61CEEFFFC6CB98E5B43E95; covered by the pinned full-file census and the report's exhaustive semantic traversal.","static_only_not_executable","Static source-analysis disposition; runtime execution is not applicable to this category in milestone zero"
".changeset/archived/191-retire-sdk-package-seam.md","documentation","analyzed","C:\Users\littl\Documents\Codex\2026-08-02\research-c-users-littl-agents-skills\outputs\03-open-gsd-gsd-core.md","SHA-256 D2AD026454942F1D828D1D8A4E1E2A09358DB171C4B66578DDB67EBF18141D02; covered by the pinned full-file census and the report's exhaustive semantic traversal.","static_only_not_executable","Static source-analysis disposition; runtime execution is not applicable to this category in milestone zero"
".changeset/archived/192-retire-sdk-release-pipeline.md","documentation","analyzed","C:\Users\littl\Documents\Codex\2026-08-02\research-c-users-littl-agents-skills\outputs\03-open-gsd-gsd-core.md","SHA-256 99B1141E71BFD3645408F7577D88F2C228FD049333DF1A1346915A486198333C; covered by the pinned full-file census and the report's exhaustive semantic traversal.","static_only_not_executable","Static source-analysis disposition; runtime execution is not applicable to this category in milestone zero"
".changeset/archived/195-workflow-gsd-tools-query.md","documentation","analyzed","C:\Users\littl\Documents\Codex\2026-08-02\research-c-users-littl-agents-skills\outputs\03-open-gsd-gsd-core.md","SHA-256 6856A80D0A3BDA2F7335A2284E6345502598DD72BBAE589CC5ED28107DF2E46D; covered by the pinned full-file census and the report's exhaustive semantic traversal.","static_only_not_executable","Static source-analysis disposition; runtime execution is not applicable to this category in milestone zero"
".changeset/archived/211-launcher-claude-home-fallback.md","documentation","analyzed","C:\Users\littl\Documents\Codex\2026-08-02\research-c-users-littl-agents-skills\outputs\03-open-gsd-gsd-core.md","SHA-256 E804050C68C7765DDE5AF5A86819431049A102D8908F7533CC34BD96340CC80E; covered by the pinned full-file census and the report's exhaustive semantic traversal.","static_only_not_executable","Static source-analysis disposition; runtime execution is not applicable to this category in milestone zero"
".changeset/archived/213-antigravity-2-runtime-dirs.md","documentation","analyzed","C:\Users\littl\Documents\Codex\2026-08-02\research-c-users-littl-agents-skills\outputs\03-open-gsd-gsd-core.md","SHA-256 958A3BCE2FD5C17DA40A47B2FE5D927C9C7725FC1C25C028093237A2E133ED90; covered by the pinned full-file census and the report's exhaustive semantic traversal.","static_only_not_executable","Static source-analysis disposition; runtime execution is not applicable to this category in milestone zero"
".changeset/archived/245-summary-rescue-copy-failure.md","documentation","analyzed","C:\Users\littl\Documents\Codex\2026-08-02\research-c-users-littl-agents-skills\outputs\03-open-gsd-gsd-core.md","SHA-256 AE1D75C265FBA3A81E7FDE3FFCC26D0C2ADD525B6CB2AAA5998E3BCE3C1C87F5; covered by the pinned full-file census and the report's exhaustive semantic traversal.","static_only_not_executable","Static source-analysis disposition; runtime execution is not applicable to this category in milestone zero"
".changeset/archived/2937-statusline-context-position.md","documentation","analyzed","C:\Users\littl\Documents\Codex\2026-08-02\research-c-users-littl-agents-skills\outputs\03-open-gsd-gsd-core.md","SHA-256 FA00EF436F9330F38E47F7BC4F7310B0403B73335694EA79D42C9DE1FB10BE89; covered by the pinned full-file census and the report's exhaustive semantic traversal.","static_only_not_executable","Static source-analysis disposition; runtime execution is not applicable to this category in milestone zero"
".changeset/archived/3033-sdk-flag-wired.md","documentation","analyzed","C:\Users\littl\Documents\Codex\2026-08-02\research-c-users-littl-agents-skills\outputs\03-open-gsd-gsd-core.md","SHA-256 0472E56397D788A3603BB5723EA40FA148C8DED8EA080A97200787179133CACB; covered by the pinned full-file census and the report's exhaustive semantic traversal.","static_only_not_executable","Static source-analysis disposition; runtime execution is not applicable to this category in milestone zero"
".changeset/archived/308-websearch-timeout-retry.md","documentation","analyzed","C:\Users\littl\Documents\Codex\2026-08-02\research-c-users-littl-agents-skills\outputs\03-open-gsd-gsd-core.md","SHA-256 31FDBD21566A223B9A6BD80A0A10EEF4ED3DF5746C2C4CA1057AB708F28C954E; covered by the pinned full-file census and the report's exhaustive semantic traversal.","static_only_not_executable","Static source-analysis disposition; runtime execution is not applicable to this category in milestone zero"
".changeset/archived/3095-quota-failure-classification.md","documentation","analyzed","C:\Users\littl\Documents\Codex\2026-08-02\research-c-users-littl-agents-skills\outputs\03-open-gsd-gsd-core.md","SHA-256 B665D947F0B279C1B614197A4236B6C62C5F5537B26A2711DBDB750FC4966249; covered by the pinned full-file census and the report's exhaustive semantic traversal.","static_only_not_executable","Static source-analysis disposition; runtime execution is not applicable to this category in milestone zero"
".changeset/archived/311-subrepo-routing-index.md","documentation","analyzed","C:\Users\littl\Documents\Codex\2026-08-02\research-c-users-littl-agents-skills\outputs\03-open-gsd-gsd-core.md","SHA-256 95D4B4567C50BF164EB4AEB88D06512DF8570BDD4BCEA90CB36F5D8979EB8472; covered by the pinned full-file census and the report's exhaustive semantic traversal.","static_only_not_executable","Static source-analysis disposition; runtime execution is not applicable to this category in milestone zero"
".changeset/archived/312-arg-projection-single-pass.md","documentation","analyzed","C:\Users\littl\Documents\Codex\2026-08-02\research-c-users-littl-agents-skills\outputs\03-open-gsd-gsd-core.md","SHA-256 52247F455BD70B1FEE338E6C09B99AE0FC3C99A4A893F0431411FDDCDEEB5A9E; covered by the pinned full-file census and the report's exhaustive semantic traversal.","static_only_not_executable","Static source-analysis disposition; runtime execution is not applicable to this category in milestone zero"
".changeset/archived/314-roadmap-plan-id-map.md","documentation","analyzed","C:\Users\littl\Documents\Codex\2026-08-02\research-c-users-littl-agents-skills\outputs\03-open-gsd-gsd-core.md","SHA-256 FC41DC5C0BC9A81ECCA0E7DC82D8A17430629FEF5DCE0BE16FA8CC0B0E4C0520; covered by the pinned full-file census and the report's exhaustive semantic traversal.","static_only_not_executable","Static source-analysis disposition; runtime execution is not applicable to this category in milestone zero"
".changeset/archived/315-subrepo-detect-memo.md","documentation","analyzed","C:\Users\littl\Documents\Codex\2026-08-02\research-c-users-littl-agents-skills\outputs\03-open-gsd-gsd-core.md","SHA-256 F7A6FBEB5B7CFDD20E9FB0979B7B843C56E0EEE234899E7F2D3040ADE81CDEE7; covered by the pinned full-file census and the report's exhaustive semantic traversal.","static_only_not_executable","Static source-analysis disposition; runtime execution is not applicable to this category in milestone zero"
".changeset/archived/3156-plan-phase-opencode-dispatch.md","documentation","analyzed","C:\Users\littl\Documents\Codex\2026-08-02\research-c-users-littl-agents-skills\outputs\03-open-gsd-gsd-core.md","SHA-256 C73A95B6E7488F118376A5E5A499AE028B672BE048283C354D3A9012C0C1A565; covered by the pinned full-file census and the report's exhaustive semantic traversal.","static_only_not_executable","Static source-analysis disposition; runtime execution is not applicable to this category in milestone zero"
".changeset/archived/316-state-lock-buffer-hoist.md","documentation","analyzed","C:\Users\littl\Documents\Codex\2026-08-02\research-c-users-littl-agents-skills\outputs\03-open-gsd-gsd-core.md","SHA-256 35EA51D12EBEA4BC6B9E04FD637124FCD6836E2F3A5AA59616A7843B710853D9; covered by the pinned full-file census and the report's exhaustive semantic traversal.","static_only_not_executable","Static source-analysis disposition; runtime execution is not applicable to this category in milestone zero"
".changeset/archived/3166-graphify-inline-build.md","documentation","analyzed","C:\Users\littl\Documents\Codex\2026-08-02\research-c-users-littl-agents-skills\outputs\03-open-gsd-gsd-core.md","SHA-256 10940FD3419B85272FCFC77A0B6A01999A4BB5BB80DCDE8734B15BFB74B8B73D; covered by the pinned full-file census and the report's exhaustive semantic traversal.","static_only_not_executable","Static source-analysis disposition; runtime execution is not applicable to this category in milestone zero"
".changeset/archived/3170-graphify-commit-staleness.md","documentation","analyzed","C:\Users\littl\Documents\Codex\2026-08-02\research-c-users-littl-agents-skills\outputs\03-open-gsd-gsd-core.md","SHA-256 56CD6FB3BD7427EBCC4895B90FACF64AEFB710A9AFFE5280526090C6120C9C19; covered by the pinned full-file census and the report's exhaustive semantic traversal.","static_only_not_executable","Static source-analysis disposition; runtime execution is not applicable to this category in milestone zero"
".changeset/archived/3184-phase-uat-passed.md","documentation","analyzed","C:\Users\littl\Documents\Codex\2026-08-02\research-c-users-littl-agents-skills\outputs\03-open-gsd-gsd-core.md","SHA-256 F1743736D8A860969DEAD2189AADACAF0DDB2207509A94AAC26ADB3FC5160906; covered by the pinned full-file census and the report's exhaustive semantic traversal.","static_only_not_executable","Static source-analysis disposition; runtime execution is not applicable to this category in milestone zero"
".changeset/archived/3195-quick-resurrection-guard.md","documentation","analyzed","C:\Users\littl\Documents\Codex\2026-08-02\research-c-users-littl-agents-skills\outputs\03-open-gsd-gsd-core.md","SHA-256 9BD9DE8C379CA96BB01CA85F14B42513EAD256FF5C9D45A70F4884BBF72815E6; covered by the pinned full-file census and the report's exhaustive semantic traversal.","static_only_not_executable","Static source-analysis disposition; runtime execution is not applicable to this category in milestone zero"
".changeset/archived/3198-retrospective-canonical.md","documentation","analyzed","C:\Users\littl\Documents\Codex\2026-08-02\research-c-users-littl-agents-skills\outputs\03-open-gsd-gsd-core.md","SHA-256 B481085FD8B32926879ABB045BD91DE8A377B068540A5446B938A43C6C9B600E; covered by the pinned full-file census and the report's exhaustive semantic traversal.","static_only_not_executable","Static source-analysis disposition; runtime execution is not applicable to this category in milestone zero"
".changeset/archived/320-hoist-state-table-regex.md","documentation","analyzed","C:\Users\littl\Documents\Codex\2026-08-02\research-c-users-littl-agents-skills\outputs\03-open-gsd-gsd-core.md","SHA-256 2FF9D2F5EA76881B384213B4D7AD5747B11307D7D41A5546B8196D3D05E4D54F; covered by the pinned full-file census and the report's exhaustive semantic traversal.","static_only_not_executable","Static source-analysis disposition; runtime execution is not applicable to this category in milestone zero"
".changeset/archived/3210-fallow-structural-review.md","documentation","analyzed","C:\Users\littl\Documents\Codex\2026-08-02\research-c-users-littl-agents-skills\outputs\03-open-gsd-gsd-core.md","SHA-256 11693830D67B3950AA24B583144E7FD6115CE9FE647ACD0B66604730A087A982; covered by the pinned full-file census and the report's exhaustive semantic traversal.","static_only_not_executable","Static source-analysis disposition; runtime execution is not applicable to this category in milestone zero"
".changeset/archived/3251-non-family-aliases.md","documentation","analyzed","C:\Users\littl\Documents\Codex\2026-08-02\research-c-users-littl-agents-skills\outputs\03-open-gsd-gsd-core.md","SHA-256 165D2FC21F99E507314E6AD12CAA40D0F8DC5369AFF0899870F3CB6E2E92E1A1; covered by the pinned full-file census and the report's exhaustive semantic traversal.","static_only_not_executable","Static source-analysis disposition; runtime execution is not applicable to this category in milestone zero"
".changeset/archived/3262-extract-scan-phase-plans.md","documentation","analyzed","C:\Users\littl\Documents\Codex\2026-08-02\research-c-users-littl-agents-skills\outputs\03-open-gsd-gsd-core.md","SHA-256 5B52E88E2F0482E5527556BEA08604F548A58F9D6E457F2F6A0FBFFD6615D6EC; covered by the pinned full-file census and the report's exhaustive semantic traversal.","static_only_not_executable","Static source-analysis disposition; runtime execution is not applicable to this category in milestone zero"
".changeset/archived/3271-sdk-adr-structure.md","documentation","analyzed","C:\Users\littl\Documents\Codex\2026-08-02\research-c-users-littl-agents-skills\outputs\03-open-gsd-gsd-core.md","SHA-256 D42253357575077528A58D57BA126FEA01BAD0E8B7BF870744C36C7B6CBC00F4; covered by the pinned full-file census and the report's exhaustive semantic traversal.","static_only_not_executable","Static source-analysis disposition; runtime execution is not applicable to this category in milestone zero"
".changeset/archived/3298-phase-dir-prefix-drift-workflows.md","documentation","analyzed","C:\Users\littl\Documents\Codex\2026-08-02\research-c-users-littl-agents-skills\outputs\03-open-gsd-gsd-core.md","SHA-256 233C687B9629C5654D63A089D4A1AD875DF8815327D3A54901404DD47F751850; covered by the pinned full-file census and the report's exhaustive semantic traversal.","static_only_not_executable","Static source-analysis disposition; runtime execution is not applicable to this category in milestone zero"
".changeset/archived/33-model-profile-adaptive.md","documentation","analyzed","C:\Users\littl\Documents\Codex\2026-08-02\research-c-users-littl-agents-skills\outputs\03-open-gsd-gsd-core.md","SHA-256 18810B6BF82C50F024DC0D46D70B58FB6210509F04A604BB046123ED4E04F3B7; covered by the pinned full-file census and the report's exhaustive semantic traversal.","static_only_not_executable","Static source-analysis disposition; runtime execution is not applicable to this category in milestone zero"
".changeset/archived/3312-sdk-first-architecture-seams.md","documentation","analyzed","C:\Users\littl\Documents\Codex\2026-08-02\research-c-users-littl-agents-skills\outputs\03-open-gsd-gsd-core.md","SHA-256 C9AF41A6737AB8DF07CA31CB4DA8CF02E89B0E868434D1BED579C7C33A9B059A; covered by the pinned full-file census and the report's exhaustive semantic traversal.","static_only_not_executable","Static source-analysis disposition; runtime execution is not applicable to this category in milestone zero"
".changeset/archived/3346-codex-aot-toml-key.md","documentation","analyzed","C:\Users\littl\Documents\Codex\2026-08-02\research-c-users-littl-agents-skills\outputs\03-open-gsd-gsd-core.md","SHA-256 AA92E4736BC5CF8702A4F2CE936D51E1583C342111FB90DD0B8698BCC8778687; covered by the pinned full-file census and the report's exhaustive semantic traversal.","static_only_not_executable","Static source-analysis disposition; runtime execution is not applicable to this category in milestone zero"
".changeset/archived/3347-graphify-auto-update-hook.md","documentation","analyzed","C:\Users\littl\Documents\Codex\2026-08-02\research-c-users-littl-agents-skills\outputs\03-open-gsd-gsd-core.md","SHA-256 FD8807B74490119F6F2D9B2DADA67CF970EAA0E7BFE164DB860C1AA5B0979AE4; covered by the pinned full-file census and the report's exhaustive semantic traversal.","static_only_not_executable","Static source-analysis disposition; runtime execution is not applicable to this category in milestone zero"
".changeset/archived/338-local-install-settings-local-json.md","documentation","analyzed","C:\Users\littl\Documents\Codex\2026-08-02\research-c-users-littl-agents-skills\outputs\03-open-gsd-gsd-core.md","SHA-256 2621D067B713F61849AD3D88E5491F6AD25380671DC83632A22A0B0F4304F5CE; covered by the pinned full-file census and the report's exhaustive semantic traversal.","static_only_not_executable","Static source-analysis disposition; runtime execution is not applicable to this category in milestone zero"
".changeset/archived/3409-phase-remove-force-position.md","documentation","analyzed","C:\Users\littl\Documents\Codex\2026-08-02\research-c-users-littl-agents-skills\outputs\03-open-gsd-gsd-core.md","SHA-256 09EC8C8575D471597060B1B69991EEAB8B1AE1CC763FB239CD12CE17BA2451C5; covered by the pinned full-file census and the report's exhaustive semantic traversal.","static_only_not_executable","Static source-analysis disposition; runtime execution is not applicable to this category in milestone zero"
".changeset/archived/3450-shell-projection-merge-repair.md","documentation","analyzed","C:\Users\littl\Documents\Codex\2026-08-02\research-c-users-littl-agents-skills\outputs\03-open-gsd-gsd-core.md","SHA-256 9569B22C59BF2C2E3EA8FDEEE7DEE378F7BC4D72A1A80A086040AD283D9A9406; covered by the pinned full-file census and the report's exhaustive semantic traversal.","static_only_not_executable","Static source-analysis disposition; runtime execution is not applicable to this category in milestone zero"
".changeset/archived/3488-decimal-phase-depends-on.md","documentation","analyzed","C:\Users\littl\Documents\Codex\2026-08-02\research-c-users-littl-agents-skills\outputs\03-open-gsd-gsd-core.md","SHA-256 356F8CD399CE3D867DE3D6A0388F0D02FE668BEC1D2592F9BEDF811DEF46EBB5; covered by the pinned full-file census and the report's exhaustive semantic traversal.","static_only_not_executable","Static source-analysis disposition; runtime execution is not applicable to this category in milestone zero"
".changeset/archived/3489-complete-phase-idempotent.md","documentation","analyzed","C:\Users\littl\Documents\Codex\2026-08-02\research-c-users-littl-agents-skills\outputs\03-open-gsd-gsd-core.md","SHA-256 36D961FD1020B729AE5C136B1D69A078C2E45C8C600B8F2BC7925D8CB2B2E623; covered by the pinned full-file census and the report's exhaustive semantic traversal.","static_only_not_executable","Static source-analysis disposition; runtime execution is not applicable to this category in milestone zero"
".changeset/archived/3491-nested-git-detection.md","documentation","analyzed","C:\Users\littl\Documents\Codex\2026-08-02\research-c-users-littl-agents-skills\outputs\03-open-gsd-gsd-core.md","SHA-256 4C60DA0D8597683B52D26CA5C4B083EC87AB519FBEFC4334E0BD7420A2424BDC; covered by the pinned full-file census and the report's exhaustive semantic traversal.","static_only_not_executable","Static source-analysis disposition; runtime execution is not applicable to this category in milestone zero"
".changeset/archived/3493-extract-milestone-generic-heading.md","documentation","analyzed","C:\Users\littl\Documents\Codex\2026-08-02\research-c-users-littl-agents-skills\outputs\03-open-gsd-gsd-core.md","SHA-256 22D87959F2339B79D1C713B184F6BD3EE472FCCF12D9E45CC928B518C595AFFC; covered by the pinned full-file census and the report's exhaustive semantic traversal.","static_only_not_executable","Static source-analysis disposition; runtime execution is not applicable to this category in milestone zero"
".changeset/archived/3517-phase-complete-state-staleness.md","documentation","analyzed","C:\Users\littl\Documents\Codex\2026-08-02\research-c-users-littl-agents-skills\outputs\03-open-gsd-gsd-core.md","SHA-256 18ED134EE66B54A4AEAB470B06BE099D0ABE5C27EE653416E640745E22CA78EC; covered by the pinned full-file census and the report's exhaustive semantic traversal.","static_only_not_executable","Static source-analysis disposition; runtime execution is not applicable to this category in milestone zero"
".changeset/archived/3537-phase-regex-fanout.md","documentation","analyzed","C:\Users\littl\Documents\Codex\2026-08-02\research-c-users-littl-agents-skills\outputs\03-open-gsd-gsd-core.md","SHA-256 31BD93E1CA7F49096FB3A4AD0B33B14B5B92C87C36E9CF3FA9BEFA67E1C06C8E; covered by the pinned full-file census and the report's exhaustive semantic traversal.","static_only_not_executable","Static source-analysis disposition; runtime execution is not applicable to this category in milestone zero"
".changeset/archived/3541-installer-migration-prompt-user-resolution.md","documentation","analyzed","C:\Users\littl\Documents\Codex\2026-08-02\research-c-users-littl-agents-skills\outputs\03-open-gsd-gsd-core.md","SHA-256 0997B17D1CCD89D7E9F009E6256D8D4182A0D1CE99941F74184F800C64C68FC1; covered by the pinned full-file census and the report's exhaustive semantic traversal.","static_only_not_executable","Static source-analysis disposition; runtime execution is not applicable to this category in milestone zero"
".changeset/archived/3542-executor-git-stash-prohibition.md","documentation","analyzed","C:\Users\littl\Documents\Codex\2026-08-02\research-c-users-littl-agents-skills\outputs\03-open-gsd-gsd-core.md","SHA-256 6354FBA350F6E942D51F8E2D24CA0B6A60B2943EF6416F77F8BCD2B1EECA8D99; covered by the pinned full-file census and the report's exhaustive semantic traversal.","static_only_not_executable","Static source-analysis disposition; runtime execution is not applicable to this category in milestone zero"
".changeset/archived/3544-workstream-inventory-builder.md","documentation","analyzed","C:\Users\littl\Documents\Codex\2026-08-02\research-c-users-littl-agents-skills\outputs\03-open-gsd-gsd-core.md","SHA-256 EA1C0D16325AD058DDEC4158221151125ECEE38A0837BF4579E5EB0766A6B682; covered by the pinned full-file census and the report's exhaustive semantic traversal.","static_only_not_executable","Static source-analysis disposition; runtime execution is not applicable to this category in milestone zero"
